"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARPC5L",1.21087832492426e-08,0.277682323694039,0.619,0.408,0.000228856003410685,"6","ARPC5L"
"CANT1",1.23389269430063e-08,0.270842777549154,0.772,0.557,0.00023320571922282,"6","CANT1"
"FHDC11",1.26982038422655e-08,0.253623887941421,0.614,0.397,0.000239996052618818,"6","FHDC1"
"AP1AR",1.28283159500016e-08,0.269350639732015,0.513,0.309,0.000242455171455031,"6","AP1AR"
"CLCN3",1.29749297748865e-08,0.251731275084878,0.756,0.54,0.000245226172745355,"6","CLCN3"
"HES6",1.32191417255394e-08,0.36993184358749,0.772,0.609,0.000249841778612694,"6","HES6"
"AAMP",1.54905452175513e-08,0.275638437582496,0.716,0.512,0.00029277130461172,"6","AAMP"
"GPBP1L1",1.58896168250699e-08,0.260605467451214,0.614,0.407,0.000300313757993821,"6","GPBP1L1"
"LRRC75A1",1.61157942126492e-08,0.358564286478278,0.584,0.384,0.000304588510619069,"6","LRRC75A"
"KLF3",1.61559345043154e-08,0.258024192854361,0.538,0.338,0.000305347162131562,"6","KLF3"
"IK",1.65569304860369e-08,0.252066951183731,0.513,0.323,0.000312925986186097,"6","IK"
"TM4SF1",1.75538037408542e-08,0.269790700394762,0.624,0.404,0.000331766890702144,"6","TM4SF1"
"PLXNB1",1.78987753472192e-08,0.268101132328883,0.878,0.71,0.000338286854062443,"6","PLXNB1"
"FHL2",1.80747547792785e-08,0.288866869386683,0.614,0.42,0.000341612865328364,"6","FHL2"
"SLC5A1",1.86773888339427e-08,0.289434865452348,0.619,0.42,0.000353002648961518,"6","SLC5A1"
"ZFAND6",1.94156375769257e-08,0.254375685642487,0.553,0.348,0.000366955550203897,"6","ZFAND6"
"TRA2A",2.40975675127116e-08,0.262846789936974,0.721,0.503,0.000455444025990249,"6","TRA2A"
"PABPN1",2.50659293552045e-08,0.255128733223256,0.629,0.412,0.000473746064813365,"6","PABPN1"
"LSM2",2.56018287812093e-08,0.255858894944817,0.563,0.362,0.000483874563964856,"6","LSM2"
"RPIA",2.60038822008337e-08,0.25273458088028,0.548,0.348,0.000491473373595757,"6","RPIA"
"PDCD6",2.62831339027096e-08,0.251992221441367,0.726,0.529,0.000496751230761211,"6","PDCD6"
"RNPS1",3.35389649892908e-08,0.290692590082572,0.838,0.709,0.000633886438297596,"6","RNPS1"
"DDAH1",3.44451585135212e-08,0.257655949054839,0.65,0.438,0.000651013495905551,"6","DDAH1"
"LSM14B",3.56476506644547e-08,0.269117818757423,0.553,0.371,0.000673740597558194,"6","LSM14B"
"SLCO4A1",3.86175258755929e-08,0.269047459447173,0.604,0.406,0.000729871239048706,"6","SLCO4A1"
"CHTOP",4.62585295053214e-08,0.274551265608533,0.685,0.492,0.000874286207650574,"6","CHTOP"
"PES1",5.2891685301426e-08,0.260844437025826,0.584,0.388,0.000999652852196951,"6","PES1"
"SRC",5.88416163851163e-08,0.278296899434772,0.675,0.479,0.0011121065496787,"6","SRC"
"ORMDL3",6.27761078265741e-08,0.258793682473532,0.543,0.358,0.00118646843792225,"6","ORMDL3"
"B4GALT5",6.43921710165805e-08,0.282900398031742,0.695,0.503,0.00121701203221337,"6","B4GALT5"
"APOLD1",6.84117746780107e-08,0.253948055272655,0.624,0.407,0.0012929825414144,"6","APOLD1"
"MYB1",7.22249340902758e-08,0.254676042240569,0.695,0.475,0.00136505125430621,"6","MYB"
"TPD52",7.70171572149654e-08,0.313959852283934,0.777,0.657,0.00145562427136285,"6","TPD52"
"CPNE71",8.0326361873963e-08,0.27084564389808,0.716,0.514,0.0015181682394179,"6","CPNE7"
"TMEM971",8.06564152514932e-08,0.274551265608533,0.69,0.5,0.00152440624825322,"6","TMEM97"
"GLUD11",8.71903089031166e-08,0.290327158497348,0.665,0.469,0.0016478968382689,"6","GLUD1"
"COQ8A",1.06829894705596e-07,0.261745077282398,0.736,0.538,0.00201908500993577,"6","COQ8A"
"OSER1",1.07145747548657e-07,0.266478875277048,0.741,0.541,0.00202505462866962,"6","OSER1"
"VAPB",1.10715482127344e-07,0.262801598428647,0.655,0.455,0.00209252261220681,"6","VAPB"
"IVNS1ABP",1.22299176823924e-07,0.278439557917117,0.635,0.443,0.00231145444197216,"6","IVNS1ABP"
"EFTUD2",1.24554706726988e-07,0.254376476986568,0.695,0.486,0.00235408395714008,"6","EFTUD2"
"AKAP17A",1.25125983657539e-07,0.282427307590045,0.558,0.384,0.00236488109112749,"6","AKAP17A"
"ANKRD10",1.80287375868742e-07,0.251371254004313,0.726,0.529,0.00340743140391923,"6","ANKRD10"
"OCIAD1",2.13089649620464e-07,0.250143962611486,0.827,0.697,0.00402739437782676,"6","OCIAD1"
"RTF2",2.18520458416219e-07,0.271042151949462,0.807,0.679,0.00413003666406654,"6","RTF2"
"DHX15",2.23602540871708e-07,0.272360106891847,0.731,0.538,0.00422608802247529,"6","DHX15"
"SSRP11",2.37491660351894e-07,0.271278194986784,0.751,0.585,0.0044885923806508,"6","SSRP1"
"DCAF13",2.45575573666221e-07,0.25048070029178,0.66,0.47,0.00464137834229158,"6","DCAF13"
"CSNK2A2",2.4946115357371e-07,0.260947054213499,0.569,0.375,0.00471481580254312,"6","CSNK2A2"
"CEBPA",2.53995257175792e-07,0.250508735562688,0.655,0.46,0.00480051036062246,"6","CEBPA"
"MAPK13",2.68556898301216e-07,0.272034613658541,0.624,0.444,0.00507572537789298,"6","MAPK13"
"LLGL2",2.70630430661803e-07,0.261104797402693,0.873,0.769,0.00511491513950807,"6","LLGL2"
"FDPS",3.24450166019083e-07,0.272825724858533,0.822,0.707,0.00613210813776067,"6","FDPS"
"SAPCD21",3.54824624029292e-07,0.253498499414888,0.716,0.536,0.00670618539415361,"6","SAPCD2"
"AMACR",3.8045675902882e-07,0.260794768561776,0.584,0.393,0.0071906327456447,"6","AMACR"
"PTCD3",4.6496767456798e-07,0.25274192495143,0.645,0.461,0.00878788904933483,"6","PTCD3"
"KLK10",4.83380992419539e-07,0.25588252949325,0.574,0.387,0.00913590075672928,"6","KLK10"
"EIF3I",5.16225817356473e-07,0.260399656089217,0.741,0.569,0.00975666794803734,"6","EIF3I"
"NAA20",6.11069620165537e-07,0.274266330727612,0.701,0.537,0.0115492158211286,"6","NAA20"
"ARGLU1",6.64225609524474e-07,0.277402315321216,0.731,0.549,0.0125538640200126,"6","ARGLU1"
"IER3",1.36563582710521e-06,0.268636679836542,0.711,0.58,0.0258105171322886,"6","IER3"
"ERBB2",1.82559128774694e-06,0.257157359906323,0.751,0.595,0.0345036753384171,"6","ERBB2"
"EPS8L3",1.89666943583141e-06,0.273019696724924,0.736,0.604,0.0358470523372137,"6","EPS8L3"
"GSS",2.06537534504243e-06,0.266158182962874,0.716,0.518,0.039035594021302,"6","GSS"
"TBRG4",2.88812483103498e-06,0.260226965397637,0.695,0.53,0.0545855593065611,"6","TBRG4"
"LGR5",3.25032701077053e-06,0.269109435172727,0.812,0.695,0.061431180503563,"6","LGR5"
"MCM31",5.99596716591311e-06,0.250349145687873,0.574,0.421,0.113323779435758,"6","MCM3"
"PTPRO1",7.72558211712895e-06,0.284100708258197,0.685,0.579,0.146013502013737,"6","PTPRO"
"EFNA1",8.85760138769621e-06,0.328447512077991,0.766,0.647,0.167408666227458,"6","EFNA1"
"MT-ND51",9.45804045515354e-17,0.478961170605442,0.972,0.823,1.78756964602402e-12,"7","MT-ND5"
"S100A4",1.82460982983303e-14,0.744702376887119,0.798,0.694,3.44851257838443e-10,"7","S100A4"
"MTRNR2L122",1.53390531747186e-13,0.423516698631451,0.972,0.769,2.89908105002182e-09,"7","MTRNR2L12"
"LCN2",2.00559986141061e-08,0.273753092483264,0.607,0.415,0.000379058373806606,"7","LCN2"
"MT-ATP81",1.33212492352882e-07,0.311089868018741,0.775,0.6,0.00251771610546946,"7","MT-ATP8"
"CXCL111",1.95000174667188e-07,0.755812870098313,0.522,0.364,0.00368550330120986,"7","CXCL11"
"SLC5A6",1.15221927375915e-06,0.285806279137019,0.691,0.564,0.021776944274048,"7","SLC5A6"
"BST22",1.12983649836282e-05,0.319603242252983,0.624,0.495,0.213539098190573,"7","BST2"
"MT-ND4L1",3.17997510334536e-05,0.25987685253438,0.596,0.453,0.601015294532274,"7","MT-ND4L"
"LCN15",1.97108019685297e-119,0.913892769671503,0.641,0.08,3.72534157205211e-115,"8","LCN15"
"ULBP1",1.70860919820818e-56,0.880880322246282,0.812,0.281,3.22927138461347e-52,"8","ULBP1"
"KLK1",4.44294814485117e-50,0.805742965069754,0.747,0.258,8.39717199376871e-46,"8","KLK1"
"AC078993.1",2.65324599167712e-42,0.734901610806813,0.741,0.278,5.01463492426976e-38,"8","AC078993.1"
"DEFA51",3.51590074222386e-31,1.06244515288426,0.865,0.605,6.64505240280309e-27,"8","DEFA5"
"CEL",1.42517009400473e-29,0.454566888552409,0.518,0.171,2.69357147766893e-25,"8","CEL"
"ASS1",1.34097795299103e-27,0.628187316558864,0.959,0.813,2.53444833115304e-23,"8","ASS1"
"RBP1",2.36233188127255e-27,0.723532825894016,0.835,0.498,4.46480725560513e-23,"8","RBP1"
"CDHR1",2.80711984904289e-26,0.591938818384048,0.988,0.887,5.30545651469106e-22,"8","CDHR1"
"NPTX2",2.48383488803859e-21,0.394183289196,0.576,0.236,4.69444793839293e-17,"8","NPTX2"
"KRT23",9.12960933337248e-21,0.487978775414731,0.735,0.381,1.7254961640074e-16,"8","KRT23"
"SMOC21",4.79836737966084e-19,0.516826264144482,0.818,0.521,9.06891434755898e-15,"8","SMOC2"
"RAB11FIP3",9.57453693659393e-19,0.415826719780412,0.553,0.251,1.80958748101625e-14,"8","RAB11FIP3"
"KIF12",1.46845157892075e-18,0.450394966299471,0.624,0.309,2.77537348416022e-14,"8","KIF12"
"H191",1.95622756336757e-18,0.451204751573961,0.541,0.24,3.6972700947647e-14,"8","H19"
"CTSH",6.8346749221318e-17,0.425731511934622,0.988,0.887,1.29175356028291e-12,"8","CTSH"
"FAM210B",7.07707919961476e-17,0.430799125539803,0.688,0.375,1.33756796872719e-12,"8","FAM210B"
"NOTCH11",7.81390273662421e-17,0.472592501623869,0.818,0.531,1.47682761722198e-12,"8","NOTCH1"
"LGR51",8.08878219988557e-17,0.535217970012499,0.876,0.692,1.52877983577837e-12,"8","LGR5"
"USH1C",8.75318867921628e-17,0.394176609428641,0.635,0.332,1.65435266037188e-12,"8","USH1C"
"ZDHHC9",1.89636643778367e-16,0.4729855236409,0.924,0.77,3.58413256741113e-12,"8","ZDHHC9"
"HES61",3.80933367245602e-16,0.507235222036289,0.824,0.607,7.19964064094187e-12,"8","HES6"
"IFITM1",4.07114193936693e-16,0.378150668485173,0.576,0.28,7.6944582654035e-12,"8","IFITM1"
"TSPAN5",5.89257874719894e-16,0.362150062541233,0.5,0.23,1.1136973832206e-11,"8","TSPAN5"
"LARGE21",5.90335105409081e-16,0.437925614337255,0.724,0.434,1.11573334922316e-11,"8","LARGE2"
"PERP1",8.73409850436489e-16,0.393230782572359,0.912,0.658,1.65074461732496e-11,"8","PERP"
"SPIRE2",1.62600887179942e-15,0.491261764989965,0.706,0.432,3.0731567677009e-11,"8","SPIRE2"
"ABO",3.28373582482145e-15,0.317499389827008,0.6,0.297,6.20626070891254e-11,"8","ABO"
"APCDD12",3.78187891913698e-15,0.474680042763581,0.782,0.514,7.14775115716889e-11,"8","APCDD1"
"GABRE",5.27454586278972e-15,0.384623632899976,0.612,0.325,9.96889168067258e-11,"8","GABRE"
"ZNF121",2.12260405307714e-14,0.380534909042274,0.624,0.339,4.01172166031579e-10,"8","ZNF121"
"BX890604.2",2.16858384659145e-14,0.335979617825433,0.594,0.306,4.09862347005785e-10,"8","BX890604.2"
"PLPP2",8.24611744980933e-14,0.357678166064991,0.959,0.805,1.55851619801396e-09,"8","PLPP2"
"PROM11",9.59807610643786e-14,0.320715972555873,0.512,0.246,1.81403638411676e-09,"8","PROM1"
"NKD1",1.85779389989243e-13,0.337846824685328,0.512,0.255,3.51123047079669e-09,"8","NKD1"
"DYRK1B",2.71948132076955e-13,0.363745377232303,0.512,0.261,5.13981969625445e-09,"8","DYRK1B"
"COMTD1",2.76381477659252e-13,0.353952800273309,0.612,0.338,5.22360992775986e-09,"8","COMTD1"
"OAT",2.89452462996161e-13,0.401898100272934,0.718,0.461,5.47065155062744e-09,"8","OAT"
"QPRT",6.2782590936512e-13,0.341190115836669,0.653,0.37,1.18659096870008e-08,"8","QPRT"
"MLXIPL1",1.45733064605869e-12,0.349036055143857,0.524,0.275,2.75435492105093e-08,"8","MLXIPL"
"MGAT5",2.13994825484675e-12,0.349891695650136,0.9,0.776,4.04450220166035e-08,"8","MGAT5"
"APOLD11",2.44356747785463e-12,0.363129967113837,0.682,0.405,4.61834253314526e-08,"8","APOLD1"
"PRR15",2.57268486527033e-12,0.394181725740433,0.812,0.597,4.86237439536093e-08,"8","PRR15"
"CBFA2T2",2.74139169332814e-12,0.323831830240953,0.659,0.376,5.18123030039019e-08,"8","CBFA2T2"
"AC015813.11",2.75820123911032e-12,0.343449415981758,0.6,0.338,5.21300034191851e-08,"8","AC015813.1"
"FAAH",3.77882923779407e-12,0.282732280762701,0.565,0.297,7.14198725943079e-08,"8","FAAH"
"PRKAR1B",5.53318803292802e-12,0.321027692280694,0.524,0.275,1.0457725382234e-07,"8","PRKAR1B"
"ZNF503",6.10743662192612e-12,0.294165847358426,0.518,0.269,1.15430552154404e-07,"8","ZNF503"
"GPR35",6.26686588356875e-12,0.362555650269932,0.724,0.471,1.18443765199449e-07,"8","GPR35"
"SESN1",9.88238256682392e-12,0.337765737288415,0.541,0.298,1.86777030512972e-07,"8","SESN1"
"ISOC2",9.98407295492215e-12,0.332419906208937,0.641,0.375,1.88698978848029e-07,"8","ISOC2"
"CTPS2",1.31588671701297e-11,0.30735660650624,0.547,0.298,2.48702589515452e-07,"8","CTPS2"
"CLASRP",1.8111365513459e-11,0.261831938512299,0.535,0.28,3.42304808204375e-07,"8","CLASRP"
"CEP95",1.91725879388573e-11,0.261127207380575,0.5,0.255,3.62361912044402e-07,"8","CEP95"
"WNK21",2.1230144747785e-11,0.367328816903952,0.841,0.587,4.01249735733137e-07,"8","WNK2"
"LEFTY11",3.11549033772696e-11,0.366458407366873,0.894,0.787,5.88827673830395e-07,"8","LEFTY1"
"OAS1",3.30631970574959e-11,0.308473730254116,0.647,0.38,6.24894424386672e-07,"8","OAS1"
"ECPAS",3.716452643927e-11,0.330923881950682,0.647,0.391,7.02409549702202e-07,"8","ECPAS"
"GRHPR",3.92754907607226e-11,0.354094878409213,0.659,0.419,7.42306775377657e-07,"8","GRHPR"
"SNHG72",5.75028640277349e-11,0.375862693491449,0.776,0.557,1.08680413012419e-06,"8","SNHG7"
"SLC29A1",6.31845383056525e-11,0.416348069348927,0.641,0.444,1.19418777397683e-06,"8","SLC29A1"
"GDPD5",8.38223647779826e-11,0.373030504071956,0.788,0.563,1.58424269430387e-06,"8","GDPD5"
"MRPS21",8.78637730099767e-11,0.338015940790371,0.918,0.801,1.66062530988856e-06,"8","MRPS21"
"SLC39A2",9.24838610966782e-11,0.285755777261491,0.518,0.278,1.74794497472722e-06,"8","SLC39A2"
"PTPRD",9.41212674109594e-11,0.310676703878913,0.553,0.31,1.77889195406713e-06,"8","PTPRD"
"S100A2",1.49907791857317e-10,0.283269038466004,0.635,0.369,2.8332572661033e-06,"8","S100A2"
"TRIM29",2.9404982838477e-10,0.278171780809356,0.506,0.279,5.55754175647215e-06,"8","TRIM29"
"QTRT11",2.96834964150691e-10,0.327784106473844,0.835,0.64,5.61018082244807e-06,"8","QTRT1"
"ALDH1B1",3.31553703044202e-10,0.385104993202013,0.824,0.667,6.26636498753541e-06,"8","ALDH1B1"
"PCGF3",3.34388719081405e-10,0.261399411139583,0.553,0.307,6.31994679063856e-06,"8","PCGF3"
"DEFA61",3.3850833588459e-10,0.4157720477352,0.782,0.557,6.39780754821876e-06,"8","DEFA6"
"GTF3C5",3.7777129631197e-10,0.304499958521439,0.571,0.334,7.13987750029623e-06,"8","GTF3C5"
"EIF2AK2",3.89042220394074e-10,0.261791269158034,0.682,0.412,7.35289796544799e-06,"8","EIF2AK2"
"TNNC21",4.40890465628457e-10,0.381079346222903,0.782,0.619,8.33282980037783e-06,"8","TNNC2"
"PKDCC",4.73423990500314e-10,0.333491786983106,0.671,0.439,8.94771342045594e-06,"8","PKDCC"
"FBXO2",5.04707382336116e-10,0.285868688589744,0.506,0.277,9.53896952615259e-06,"8","FBXO2"
"STK38L",6.06908426359741e-10,0.307031645014722,0.7,0.445,1.14705692581991e-05,"8","STK38L"
"PROX11",8.11923552678532e-10,0.272136612941046,0.582,0.331,1.53453551456242e-05,"8","PROX1"
"DGUOK",8.89731923177558e-10,0.252523468439777,0.582,0.335,1.68159333480558e-05,"8","DGUOK"
"MOV10",9.48282241277406e-10,0.305093760517066,0.576,0.354,1.7922534360143e-05,"8","MOV10"
"VAV2",9.56229677789793e-10,0.267903445355529,0.535,0.3,1.80727409102271e-05,"8","VAV2"
"HMGN3",9.74578756582774e-10,0.265860449912557,0.553,0.309,1.84195384994144e-05,"8","HMGN3"
"IGBP1",1.24444623625443e-09,0.300707395671108,0.782,0.562,2.35200338652087e-05,"8","IGBP1"
"SLC2A8",1.25940458370882e-09,0.320796125397442,0.688,0.454,2.38027466320967e-05,"8","SLC2A8"
"MKRN1",1.47255323770901e-09,0.348970631989634,0.706,0.497,2.78312561927004e-05,"8","MKRN1"
"RTKN",1.67735100855482e-09,0.303703397582115,0.606,0.375,3.17019340616862e-05,"8","RTKN"
"ABR1",1.68682454456775e-09,0.352910842699054,0.788,0.629,3.18809838923306e-05,"8","ABR"
"MAGED2",1.80205572481902e-09,0.335409506716948,0.724,0.505,3.40588531990795e-05,"8","MAGED2"
"SRPK11",1.86715240047973e-09,0.385274283866475,0.724,0.546,3.52891803690668e-05,"8","SRPK1"
"VAV3",2.22883278544285e-09,0.315747077754171,0.765,0.521,4.21249396448698e-05,"8","VAV3"
"CTBP11",2.31131383104022e-09,0.329996730054906,0.759,0.542,4.36838314066602e-05,"8","CTBP1"
"GRB71",2.34930607608294e-09,0.2744211661356,0.594,0.349,4.44018848379676e-05,"8","GRB7"
"TRAF51",2.4206511991472e-09,0.339684505067521,0.759,0.55,4.57503076638821e-05,"8","TRAF5"
"EPHB2",2.83987588725146e-09,0.353581626445707,0.824,0.679,5.36736542690526e-05,"8","EPHB2"
"ANKRD101",3.11315923881509e-09,0.341813742682697,0.729,0.531,5.88387096136052e-05,"8","ANKRD10"
"DMAC11",3.32673283275602e-09,0.273067298769529,0.824,0.579,6.28752505390887e-05,"8","DMAC1"
"CAD",3.42735982471793e-09,0.300419448997956,0.576,0.35,6.47771006871689e-05,"8","CAD"
"WAPL",4.20731088816146e-09,0.271548150555182,0.512,0.302,7.95181757862515e-05,"8","WAPL"
"AL390719.2",4.42782036885586e-09,0.254976435244288,0.541,0.322,8.36858049713758e-05,"8","AL390719.2"
"HOXA91",4.80108458417814e-09,0.317148816778447,0.706,0.47,9.07404986409668e-05,"8","HOXA9"
"ZNF511",5.23797088594685e-09,0.284013636724993,0.535,0.315,9.89976497443955e-05,"8","ZNF511"
"SNHG11",5.62365528374856e-09,0.268962304148668,0.5,0.287,0.000106287084862848,"8","SNHG11"
"LRP5",6.55647467144479e-09,0.266049622841263,0.553,0.331,0.000123917371290306,"8","LRP5"
"TRMT11",7.3381697405033e-09,0.280553197953317,0.582,0.367,0.000138691408095512,"8","TRMT1"
"ARSD",7.83148973200186e-09,0.308761742176677,0.694,0.473,0.000148015155934835,"8","ARSD"
"GOLGA8A",8.0268722668525e-09,0.296100337186181,0.559,0.341,0.000151707885843512,"8","GOLGA8A"
"INPPL1",8.58254221021014e-09,0.267265790078457,0.6,0.366,0.000162210047772972,"8","INPPL1"
"SYNE4",8.73249188280711e-09,0.264708892354357,0.5,0.291,0.000165044096585054,"8","SYNE4"
"MIEN1",8.81118805525348e-09,0.285347396998313,0.565,0.35,0.000166531454244291,"8","MIEN1"
"MAP3K20",9.23907372995133e-09,0.300395589700263,0.735,0.511,0.00017461849349608,"8","MAP3K20"
"ADAP1",9.3367824521569e-09,0.259450285671475,0.6,0.377,0.000176465188345765,"8","ADAP1"
"BAIAP2L1",9.48917072554148e-09,0.327506437433108,0.694,0.486,0.000179345326712734,"8","BAIAP2L1"
"RBMX",9.86982967377956e-09,0.270578342439516,0.871,0.725,0.000186539780834434,"8","RBMX"
"SAPCD22",1.34580595674338e-08,0.269925088763433,0.782,0.534,0.000254357325824499,"8","SAPCD2"
"C9orf16",1.39703229340788e-08,0.334634976972976,0.824,0.689,0.00026403910345409,"8","C9orf16"
"MYB2",1.39903365365879e-08,0.317442332962677,0.7,0.477,0.000264417360541512,"8","MYB"
"TLE3",1.40011690169704e-08,0.252419402209083,0.553,0.327,0.00026462209442074,"8","TLE3"
"SUPT4H1",1.50678821437328e-08,0.297842140303797,0.835,0.663,0.00028478297251655,"8","SUPT4H1"
"MGST3",1.53790867986918e-08,0.296600610051021,0.894,0.747,0.000290664740495276,"8","MGST3"
"MRPS2",1.82598724267971e-08,0.258356277145356,0.635,0.398,0.000345111588866465,"8","MRPS2"
"NUDT14",1.96009536669919e-08,0.298647943762074,0.553,0.357,0.000370458024306147,"8","NUDT14"
"TMEM238",1.96526252252782e-08,0.254565645818377,0.629,0.394,0.000371434616757759,"8","TMEM238"
"OFD1",1.97094836598147e-08,0.276977028980992,0.576,0.356,0.000372509241170498,"8","OFD1"
"SPAG1",2.88507911791472e-08,0.328663895559211,0.812,0.678,0.000545279953285883,"8","SPAG1"
"SPPL2B",3.52829548439281e-08,0.27609855606866,0.659,0.442,0.000666847846550241,"8","SPPL2B"
"EPS8L31",4.1248562108849e-08,0.311707140251297,0.788,0.602,0.000779597823857247,"8","EPS8L3"
"LAMTOR2",4.62704989679086e-08,0.313758302697286,0.635,0.432,0.000874512430493473,"8","LAMTOR2"
"NLRC5",4.82976470110456e-08,0.278639988626216,0.5,0.305,0.000912825528508761,"8","NLRC5"
"SATB2",5.69349051000799e-08,0.287596324379976,0.835,0.667,0.00107606970639151,"8","SATB2"
"ITGB4",5.69465029914718e-08,0.27696832711726,0.865,0.752,0.00107628890653882,"8","ITGB4"
"POLDIP2",5.73294189528544e-08,0.271116575950715,0.729,0.499,0.00108352601820895,"8","POLDIP2"
"PIN4",5.90859101434241e-08,0.285710393825258,0.671,0.457,0.00111672370171072,"8","PIN4"
"CNPY2",6.0434700251179e-08,0.282895494420393,0.882,0.73,0.00114221583474728,"8","CNPY2"
"UROS",6.9891293376395e-08,0.273191864090266,0.576,0.37,0.00132094544481387,"8","UROS"
"SAFB",7.10783069930067e-08,0.2606551071978,0.694,0.466,0.00134338000216783,"8","SAFB"
"UBE2H",7.31908651628998e-08,0.29035709930883,0.594,0.394,0.00138330735157881,"8","UBE2H"
"SRPX2",9.95158448412956e-08,0.268558174225804,0.559,0.344,0.00188084946750049,"8","SRPX2"
"AP1M2",9.9575959599228e-08,0.271398771210376,0.665,0.446,0.00188198563642541,"8","AP1M2"
"AGPAT2",1.1703667063745e-07,0.293511058388657,0.853,0.718,0.00221199307504781,"8","AGPAT2"
"PAFAH1B3",1.19140492705788e-07,0.280055370610862,0.747,0.572,0.00225175531213938,"8","PAFAH1B3"
"ZNF358",1.49244839662919e-07,0.2620182735948,0.635,0.414,0.00282072746962918,"8","ZNF358"
"EIF3L1",1.61510052614145e-07,0.277994119945775,0.7,0.501,0.00305253999440735,"8","EIF3L"
"WDR45",1.64204629367394e-07,0.267580441874747,0.553,0.351,0.00310346749504375,"8","WDR45"
"SH3GLB2",1.66803056562762e-07,0.262906012202161,0.588,0.387,0.00315257776903621,"8","SH3GLB2"
"AP1G2",1.69783100275939e-07,0.250255133488843,0.659,0.446,0.00320890059521525,"8","AP1G2"
"KDM1A",1.89948549709698e-07,0.262660079734583,0.606,0.395,0.00359002758951329,"8","KDM1A"
"FAM32A",2.07752897850079e-07,0.259234316428934,0.676,0.463,0.00392652976936649,"8","FAM32A"
"PON2",2.54347925200753e-07,0.250702704601921,0.6,0.393,0.00480717578629424,"8","PON2"
"PFKM1",2.55196207095874e-07,0.267088133075628,0.535,0.345,0.00482320831411201,"8","PFKM"
"MTA1",2.76952005943254e-07,0.256235333014307,0.518,0.324,0.0052343929123275,"8","MTA1"
"PVR1",3.05820982425504e-07,0.273784574699173,0.653,0.462,0.00578001656784202,"8","PVR"
"NPEPL11",3.06218062814536e-07,0.262775536902497,0.7,0.504,0.00578752138719474,"8","NPEPL1"
"ATIC",3.11211457843735e-07,0.278574997443224,0.724,0.525,0.00588189655324659,"8","ATIC"
"GNG4",3.66827434956343e-07,0.271520967847247,0.659,0.465,0.00693303852067487,"8","GNG4"
"COX14",4.7148019819546e-07,0.289383172765981,0.741,0.544,0.00891097574589419,"8","COX14"
"HLA-F1",4.80268243452026e-07,0.2993214098221,0.759,0.606,0.00907706980124329,"8","HLA-F"
"RPP21",5.42221931611928e-07,0.257195236629363,0.606,0.406,0.0102479945074654,"8","RPP21"
"TRA2A1",6.05310796917672e-07,0.274498935680002,0.7,0.506,0.011440374061744,"8","TRA2A"
"MTLN",6.16473889450652e-07,0.257528446293573,0.647,0.45,0.0116513565106173,"8","MTLN"
"EFNA11",6.26800700389472e-07,0.272312663460226,0.818,0.645,0.011846533237361,"8","EFNA1"
"EPS8L2",7.90904827444121e-07,0.304605275893883,0.794,0.651,0.0149481012386939,"8","EPS8L2"
"IDH2",7.96696300824016e-07,0.268590466375093,0.882,0.753,0.0150575600855739,"8","IDH2"
"STRAP",2.60665372080873e-06,0.273835545134883,0.841,0.693,0.049265755323285,"8","STRAP"
"ARRDC1",2.6808535800006e-06,0.251834674091841,0.741,0.555,0.0506681326620113,"8","ARRDC1"
"UBE2L6",6.04210966496893e-06,0.266872764803824,0.694,0.536,0.114195872667913,"8","UBE2L6"
"ZKSCAN1",8.23075447694202e-06,0.284429342446408,0.765,0.619,0.155561259614204,"8","ZKSCAN1"
"CDKN1B1",4.51375044625462e-05,0.251261031882798,0.735,0.617,0.853098834342124,"8","CDKN1B"
"MYL91",2.710988916091e-80,2.07468966323642,1,0.83,5.12376905141199e-76,"9","MYL9"
"IGLC12",5.94888126636164e-69,2.20235126170319,0.981,0.593,1.12433855934235e-64,"9","IGLC1"
"IGHG32",1.095333172909e-67,2.69585177153379,0.981,0.632,2.07017969679801e-63,"9","IGHG3"
"IGHA21",3.8372273922585e-66,1.97788764081795,0.71,0.201,7.25235977136857e-62,"9","IGHA2"
"AEBP11",5.45054536554988e-65,1.58118854828889,0.961,0.498,1.03015307408893e-60,"9","AEBP1"
"IGLC22",2.50627353139821e-64,2.11256794822559,1,0.698,4.73685697434263e-60,"9","IGLC2"
"PRELP",2.48419959405258e-59,1.04445383216756,0.529,0.11,4.69513723275939e-55,"9","PRELP"
"MGP1",1.17112289784234e-58,1.8342504454681,0.948,0.573,2.21342227692202e-54,"9","MGP"
"IGHG12",2.31572529459341e-58,1.7741692903706,1,0.724,4.37672080678154e-54,"9","IGHG1"
"TAGLN1",3.14056179889653e-58,1.74680282912055,0.948,0.532,5.93566179991443e-54,"9","TAGLN"
"JCHAIN1",2.29863930074461e-57,1.73302390834726,0.884,0.395,4.34442827840731e-53,"9","JCHAIN"
"BGN2",8.2253085658811e-56,1.47986898113129,0.903,0.489,1.55458331895153e-51,"9","BGN"
"IGHA12",1.23242333490798e-54,1.74935042103354,0.987,0.589,2.32928010297607e-50,"9","IGHA1"
"IGKC2",2.17918332159474e-54,2.28360830002982,1,0.897,4.11865647781405e-50,"9","IGKC"
"IGFBP72",5.41773930449885e-53,1.2354976585222,0.994,0.761,1.02395272855028e-48,"9","IGFBP7"
