"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MT-ND5",1.14413704807519e-79,0.970565750712032,1,0.814,2.1624190208621e-75,"0","MT-ND5"
"MTRNR2L12",2.51504298718178e-64,0.899393707662492,0.993,0.758,4.75343124577357e-60,"0","MTRNR2L12"
"MT-ATP8",2.6388436002584e-21,0.541033693728374,0.773,0.593,4.98741440448837e-17,"0","MT-ATP8"
"MT-ND4L",5.5268804294844e-21,0.594925442061052,0.632,0.443,1.04458040117255e-16,"0","MT-ND4L"
"MTRNR2L8",5.99863163610263e-21,0.512752856719786,0.589,0.384,1.1337413792234e-16,"0","MTRNR2L8"
"PLSCR1",7.81587216355342e-11,0.335797916831279,0.823,0.673,1.4771998389116e-06,"0","PLSCR1"
"HSPH1",1.23866779887742e-10,0.349638246324728,0.886,0.753,2.34108213987832e-06,"0","HSPH1"
"PERP",1.95299279874217e-08,0.318661050811706,0.779,0.66,0.000369115638962269,"0","PERP"
"GGH",2.50582056290355e-08,0.275252074833497,0.903,0.768,0.000473600086388771,"0","GGH"
"SYPL1",1.20675353422791e-07,0.272480311979238,0.816,0.709,0.00228076417969074,"0","SYPL1"
"CHI3L1",3.60245304847424e-105,1.63795123425571,0.654,0.157,6.80863626161631e-101,"1","CHI3L1"
"MMP9",4.35881881604169e-100,1.85981299142374,0.808,0.286,8.23816756231879e-96,"1","MMP9"
"LAPTM5",2.04077868578295e-99,1.7360560819648,0.892,0.402,3.85707171612978e-95,"1","LAPTM5"
"LILRB4",4.78068527884791e-92,0.912030453233021,0.507,0.096,9.03549517702255e-88,"1","LILRB4"
"APOC1",8.09789655841153e-91,2.2205757892954,0.955,0.626,1.53050244953978e-86,"1","APOC1"
"TYROBP",4.37828775386512e-89,1.45450485990438,0.741,0.27,8.27496385480509e-85,"1","TYROBP"
"SPP1",2.77960021508832e-87,2.69493972965375,0.888,0.537,5.25344440651693e-83,"1","SPP1"
"LYZ",3.06701565914084e-85,2.11566167884178,0.878,0.451,5.79665959577619e-81,"1","LYZ"
"APOE",1.59264350187872e-80,1.95385950317361,0.948,0.646,3.01009621855078e-76,"1","APOE"
"APOC2",1.83927741764157e-79,1.1431630249712,0.57,0.148,3.47623431934257e-75,"1","APOC2"
"FCER1G",1.80754489663838e-73,1.25616599257718,0.682,0.243,3.41625985464655e-69,"1","FCER1G"
"IFI30",2.10910001254018e-71,1.63865125329921,0.927,0.686,3.98619902370094e-67,"1","IFI30"
"VIM",3.80884719099579e-71,1.48179211216684,0.969,0.697,7.19872119098205e-67,"1","VIM"
"LCP1",2.27802448636229e-66,0.974861680950718,0.58,0.178,4.30546627922472e-62,"1","LCP1"
"CD68",2.01544802295707e-65,1.33102135960463,0.762,0.348,3.80919676338885e-61,"1","CD68"
"ITGB2",5.42791993323028e-62,1.31637387756993,0.622,0.231,1.02587686738052e-57,"1","ITGB2"
"CXCL10",7.34509831539848e-62,1.25083488170288,0.801,0.394,1.38822358161031e-57,"1","CXCL10"
"GPNMB",1.38552256417012e-59,1.42115273941079,0.794,0.41,2.61863764628152e-55,"1","GPNMB"
"HLA-DRB1",8.84125047921192e-58,1.27419950259513,0.986,0.843,1.67099634057105e-53,"1","HLA-DRB1"
"LSP1",1.63092951825531e-57,0.736660369851787,0.535,0.163,3.08245678950254e-53,"1","LSP1"
"CCL2",2.35278197425258e-57,1.17640949304128,0.521,0.163,4.44675793133738e-53,"1","CCL2"
"SRGN",8.80769092250053e-57,1.00660337007526,0.626,0.241,1.6646535843526e-52,"1","SRGN"
"HLA-DQA1",2.47964857578921e-53,1.08797082420623,0.57,0.21,4.6865358082416e-49,"1","HLA-DQA1"
"SH3BGRL3",1.13123931388235e-51,1.04425781767557,0.962,0.852,2.13804230323764e-47,"1","SH3BGRL3"
"C1QB",2.75804941583517e-51,1.28900374825992,0.755,0.398,5.21271339592847e-47,"1","C1QB"
"LGALS1",1.51075680440369e-50,1.0182892856771,0.958,0.747,2.85533036032297e-46,"1","LGALS1"
"CAPG",3.20840586793102e-48,1.1133193629567,0.86,0.685,6.06388709038963e-44,"1","CAPG"
"MMP12",1.12721223445092e-47,0.922551824448645,0.545,0.194,2.13043112311224e-43,"1","MMP12"
"FBP1",2.29845668751422e-46,1.09731753184237,0.657,0.328,4.34408313940188e-42,"1","FBP1"
"CTSL",5.57898827268519e-45,1.01637639119728,0.605,0.263,1.0544287835375e-40,"1","CTSL"
"ARHGDIB",1.36042847455994e-41,0.886118724885296,0.573,0.246,2.57120981691829e-37,"1","ARHGDIB"
"C1QC",6.99695050782815e-41,0.882254727067022,0.577,0.248,1.32242364597952e-36,"1","C1QC"
"COL3A1",1.70367000400186e-40,0.674313969435264,0.976,0.788,3.21993630756351e-36,"1","COL3A1"
"CXCL9",2.01227871523507e-40,1.04852430048025,0.605,0.29,3.80320677179428e-36,"1","CXCL9"
"GM2A",3.88902767108859e-39,0.951339437631964,0.643,0.315,7.35026229835743e-35,"1","GM2A"
"HLA-DPA1",1.17246594870991e-38,1.08821734263012,0.825,0.59,2.21596064306174e-34,"1","HLA-DPA1"
"TYMP",2.17307441095512e-38,0.910788463180217,0.85,0.614,4.10711063670517e-34,"1","TYMP"
"HLA-DPB1",2.24280640875155e-37,1.08660583777942,0.752,0.479,4.23890411254043e-33,"1","HLA-DPB1"
"CTSZ",2.42194444413644e-35,0.943028716021507,0.839,0.678,4.57747499941788e-31,"1","CTSZ"
"CXCL11",3.23606045846982e-34,0.889771759091522,0.65,0.345,6.11615426650797e-30,"1","CXCL11"
"IFI6",3.34593854718923e-34,0.924244571121515,0.923,0.735,6.32382385418765e-30,"1","IFI6"
"HLA-DQB1",1.32722813034434e-33,0.940459468964397,0.822,0.665,2.50846116635081e-29,"1","HLA-DQB1"
"COL1A1",1.47833025373298e-33,0.495137341485175,0.986,0.819,2.79404417955534e-29,"1","COL1A1"
"PLAUR",5.1663714926662e-31,0.720206785949607,0.545,0.257,9.76444212113913e-27,"1","PLAUR"
"A2M",1.05269081059109e-30,0.731701909558512,0.724,0.432,1.98958563201717e-26,"1","A2M"
"C1QA",4.47633435556125e-30,0.950966635787826,0.706,0.432,8.46027193201076e-26,"1","C1QA"
"CTSS",6.18545622220212e-29,0.738301606398792,0.923,0.82,1.1690512259962e-24,"1","CTSS"
"TGM2",1.73260443035415e-28,0.667013983711244,0.671,0.409,3.27462237336935e-24,"1","TGM2"
"COL1A2",7.17101068576979e-28,0.406411578000164,0.986,0.833,1.35532101961049e-23,"1","COL1A2"
"SAMHD1",1.37831435287065e-27,0.640414496172927,0.612,0.351,2.60501412692553e-23,"1","SAMHD1"
"LGMN",2.501601597887e-27,0.676824539550285,0.678,0.41,4.72802702000643e-23,"1","LGMN"
"COL6A2",2.88625464610334e-27,0.787283647016792,0.787,0.537,5.45502128113531e-23,"1","COL6A2"
"WARS",2.92999531264531e-27,0.782647896174215,0.682,0.448,5.53769114089964e-23,"1","WARS"
"CTSK",3.32954782125854e-27,0.690587482386882,0.503,0.226,6.29284538217864e-23,"1","CTSK"
"TIMP2",3.34403312909606e-27,0.626983595780891,0.724,0.441,6.32022261399156e-23,"1","TIMP2"
"SOD2",1.18398870362054e-26,0.719214048913436,0.867,0.714,2.23773864984283e-22,"1","SOD2"
"STAT1",1.34515816311004e-26,0.568982857846642,0.895,0.722,2.54234892827798e-22,"1","STAT1"
"POSTN",1.46740545816102e-26,0.838921814911242,0.671,0.39,2.77339631592434e-22,"1","POSTN"
"COL6A1",3.39311831904644e-26,0.802164925911267,0.717,0.463,6.41299362299777e-22,"1","COL6A1"
"SERPING1",6.84860445747848e-26,0.597261699206679,0.685,0.392,1.29438624246343e-21,"1","SERPING1"
"ANXA1",1.41835542017507e-25,0.588892375258004,0.528,0.259,2.68069174413088e-21,"1","ANXA1"
"SPARC",5.45544145981843e-25,0.459998924646624,0.969,0.793,1.03107843590568e-20,"1","SPARC"
"GNAI2",1.02114013468405e-23,0.633474023577553,0.65,0.4,1.92995485455286e-19,"1","GNAI2"
"CTSC",1.79272974847974e-23,0.86055290518445,0.636,0.416,3.38825922462671e-19,"1","CTSC"
"GSN",9.61021264839835e-23,0.58697171535859,0.783,0.592,1.81633019054729e-18,"1","GSN"
"ARPC1B",2.29798300940777e-21,0.637901696042376,0.794,0.657,4.34318788778068e-17,"1","ARPC1B"
"MT2A",2.74559097074237e-21,0.590277957937218,0.727,0.486,5.18916693470308e-17,"1","MT2A"
"ANXA5",1.00240424721886e-20,0.525237989489581,0.755,0.56,1.89454402724364e-16,"1","ANXA5"
"IGFBP7",3.26478480175138e-20,0.481138010237034,0.927,0.757,6.1704432753101e-16,"1","IGFBP7"
"SULF1",3.93622852496344e-19,0.481162351826287,0.556,0.308,7.4394719121809e-15,"1","SULF1"
"MMP7",4.22986430222261e-19,0.613259414560973,0.524,0.296,7.99444353120073e-15,"1","MMP7"
"SLC16A3",9.07659683840776e-19,0.494238378066583,0.51,0.29,1.71547680245907e-14,"1","SLC16A3"
"PLD3",4.05584364258476e-18,0.700382881754922,0.755,0.614,7.6655444844852e-14,"1","PLD3"
"MGAT1",7.00480308572727e-18,0.503582038129331,0.664,0.464,1.32390778320245e-13,"1","MGAT1"
"COL4A1",7.94770523310299e-17,0.511090650418704,0.601,0.383,1.50211628905647e-12,"1","COL4A1"
"HLA-DMA",1.99595603407127e-16,0.546881485511808,0.591,0.405,3.77235690439471e-12,"1","HLA-DMA"
"ZYX",4.2379425538112e-16,0.455534730133478,0.717,0.528,8.00971142670316e-12,"1","ZYX"
"COL5A1",7.26770569473881e-16,0.371839367746223,0.563,0.329,1.37359637630563e-11,"1","COL5A1"
"ASAH1",1.34856429809237e-15,0.528719945228224,0.64,0.454,2.54878652339459e-11,"1","ASAH1"
"LAP3",2.3195324169018e-15,0.448839685201653,0.584,0.381,4.3839162679444e-11,"1","LAP3"
"HLA-F",3.41288761393479e-14,0.394542145456534,0.734,0.602,6.45035759033676e-10,"1","HLA-F"
"TAP1",4.15312780867339e-14,0.43214832985365,0.832,0.727,7.84941155839271e-10,"1","TAP1"
"BGN",3.66368317986095e-13,0.30910181624036,0.71,0.49,6.92436120993719e-09,"1","BGN"
"CRIP1",4.0649241238951e-13,0.39760350413008,0.531,0.337,7.68270659416174e-09,"1","CRIP1"
"COL6A3",5.19175178809889e-13,0.436883896186366,0.584,0.379,9.81241087950689e-09,"1","COL6A3"
"GSTO1",6.26086240369242e-13,0.404340987614004,0.748,0.635,1.18330299429787e-08,"1","GSTO1"
"C1S",3.08747240176752e-12,0.332312688846269,0.601,0.402,5.83532283934061e-08,"1","C1S"
"SH3BGRL",8.96318222742543e-12,0.319208684261744,0.535,0.357,1.69404144098341e-07,"1","SH3BGRL"
"LITAF",1.30529764044238e-11,0.419521069100411,0.776,0.656,2.4670125404361e-07,"1","LITAF"
"PEA15",4.63128111490841e-11,0.381258234885931,0.608,0.453,8.75312130717689e-07,"1","PEA15"
"PSMB9",7.76097010627446e-11,0.358923686375156,0.706,0.573,1.46682335008587e-06,"1","PSMB9"
"PARP14",4.55311777288152e-10,0.296719362164582,0.612,0.441,8.60539259074608e-06,"1","PARP14"
"COL18A1",6.63120627198846e-10,0.355475173220864,0.517,0.358,1.25329798540582e-05,"1","COL18A1"
"MMP11",6.63466317773061e-10,0.43635916500441,0.51,0.368,1.25395134059108e-05,"1","MMP11"
"ATP6V0D1",8.93924639912941e-10,0.370990598761077,0.535,0.401,1.68951756943546e-05,"1","ATP6V0D1"
"CCN2",9.90597211619525e-10,0.364574238917706,0.759,0.619,1.8722287299609e-05,"1","CCN2"
"COL4A2",1.00587293573507e-09,0.349137863649938,0.556,0.401,1.90109984853928e-05,"1","COL4A2"
"BST2",1.19540872504511e-09,0.29167705034265,0.657,0.486,2.25932249033526e-05,"1","BST2"
"GNS",1.22022903179168e-09,0.332094567596647,0.556,0.4,2.30623287008628e-05,"1","GNS"
"LGALS9",3.05035275255243e-09,0.362060809369765,0.703,0.597,5.76516670232409e-05,"1","LGALS9"
"HEXA",5.44611388427743e-09,0.316561532198931,0.51,0.368,0.000102931552412843,"1","HEXA"
"TLN1",8.32600932026914e-09,0.321839104833664,0.57,0.433,0.000157361576153087,"1","TLN1"
"TPP1",9.77584584462098e-09,0.32601142002899,0.566,0.434,0.000184763486463336,"1","TPP1"
"ISG15",3.12158123394023e-08,0.337953931015822,0.675,0.558,0.000589978853214703,"1","ISG15"
"SQOR",5.77514233952104e-08,0.287769617032109,0.542,0.4,0.00109150190216948,"1","SQOR"
"C1R",1.32158967767497e-07,0.267589264300315,0.521,0.365,0.0024978044908057,"1","C1R"
"RNF130",2.5143359547187e-07,0.255446354889592,0.503,0.365,0.00475209495441834,"1","RNF130"
"MFSD12",3.11394722031273e-07,0.287210114506737,0.545,0.425,0.00588536024639107,"1","MFSD12"
"ATOX1",5.34738486141463e-07,0.284447267196653,0.654,0.549,0.0101065573880737,"1","ATOX1"
"TTYH3",5.70051236315359e-07,0.282389372627176,0.528,0.406,0.0107739683663603,"1","TTYH3"
"CNDP2",6.22093527464414e-07,0.251678778577612,0.528,0.403,0.0117575676690774,"1","CNDP2"
"MX1",8.70115176452248e-07,0.273714746318696,0.559,0.424,0.0164451768349475,"1","MX1"
"PGD",1.38228749996223e-06,0.25899324061193,0.503,0.384,0.0261252337492862,"1","PGD"
"ARL6IP5",1.02902337997267e-05,0.25959137289284,0.556,0.446,0.194485418814834,"1","ARL6IP5"
"TUBA1A",2.1070297241976e-05,0.262335577134566,0.542,0.426,0.398228617873347,"1","TUBA1A"
"SELENBP1",5.03294130113776e-83,1.2401251822897,0.985,0.848,9.51225905915037e-79,"2","SELENBP1"
"ID1",2.38721322680465e-60,1.10560070085841,0.978,0.818,4.51183299866079e-56,"2","ID1"
"APCDD1",4.06839192642616e-49,0.848457548111859,0.841,0.5,7.68926074094545e-45,"2","APCDD1"
"PTPRO",5.11234692226016e-45,0.746883350407458,0.874,0.559,9.66233568307169e-41,"2","PTPRO"
"SLCO1B3",4.7869308277046e-41,0.523722827170864,0.544,0.198,9.0472992643617e-37,"2","SLCO1B3"
"CEMIP",5.35797643033724e-40,0.723869313385717,0.748,0.394,1.01265754533374e-35,"2","CEMIP"
"GOLIM4",2.39401272825444e-38,0.729152568420855,0.807,0.514,4.5246840564009e-34,"2","GOLIM4"
"IGFBP2",3.65652759390594e-35,0.597816278383224,0.974,0.849,6.91083715248223e-31,"2","IGFBP2"
"ID3",2.28810429977412e-32,0.546331013120662,0.641,0.305,4.32451712657309e-28,"2","ID3"
"PHGDH",2.33559841926209e-30,0.509510601737729,0.526,0.231,4.41428101240535e-26,"2","PHGDH"
"CDCA7",1.68408723700898e-29,0.516584437748143,0.904,0.697,3.18292487794698e-25,"2","CDCA7"
"PTP4A3",2.72905515575179e-29,0.559745147860075,0.881,0.71,5.15791424437088e-25,"2","PTP4A3"
"GPC4",3.16143466020171e-28,0.47454687169013,0.615,0.308,5.97511150778123e-24,"2","GPC4"
"PSAT1",6.56091261675781e-28,0.476093420088564,0.533,0.242,1.24001248456723e-23,"2","PSAT1"
"AREG",3.68291517171972e-27,0.631755214339603,0.759,0.493,6.96070967455028e-23,"2","AREG"
"NUP210",1.14753123920658e-26,0.446889261857044,0.604,0.309,2.16883404210045e-22,"2","NUP210"
"GFPT1",3.88064511539542e-26,0.52872210201199,0.859,0.631,7.33441926809734e-22,"2","GFPT1"
"SLC7A5",6.67093666698283e-26,0.475178578633553,0.737,0.429,1.26080703005975e-21,"2","SLC7A5"
"NPDC1",6.68359547479597e-26,0.506519752067497,0.919,0.76,1.26319954473644e-21,"2","NPDC1"
"GALNT6",1.01531317906884e-25,0.4694641772286,0.689,0.379,1.9189419084401e-21,"2","GALNT6"
"NT5DC2",1.2137276793047e-25,0.510646588818788,0.789,0.517,2.29394531388588e-21,"2","NT5DC2"
"TNS4",1.23259027369361e-25,0.484266451461511,0.604,0.308,2.32959561728092e-21,"2","TNS4"
"AIFM3",1.49622095017425e-25,0.432270986520676,0.504,0.225,2.82785759582934e-21,"2","AIFM3"
"PARM1",1.63447450373444e-25,0.524446269811743,0.741,0.457,3.08915681205809e-21,"2","PARM1"
"AOPEP",5.05382971678532e-24,0.480096809712557,0.652,0.358,9.55173816472426e-20,"2","AOPEP"
"EPHB3",3.24712766522293e-23,0.511578675744358,0.856,0.594,6.13707128727134e-19,"2","EPHB3"
"ADIRF",4.07423096179967e-23,0.601462143366642,0.874,0.702,7.70029651780139e-19,"2","ADIRF"
"HMGCS2",6.52061927748265e-23,0.471367369127392,0.948,0.847,1.23239704344422e-18,"2","HMGCS2"
"DMKN",6.76951206922747e-22,0.459154680548074,0.759,0.498,1.27943778108399e-17,"2","DMKN"
"IHH",9.450222197088e-22,0.452403925475408,0.644,0.371,1.78609199524963e-17,"2","IHH"
"HMGB2",5.35342806197767e-21,0.439886802030058,0.933,0.805,1.01179790371378e-16,"2","HMGB2"
"CPNE7",8.04318162869599e-21,0.463855298061835,0.741,0.507,1.52016132782354e-16,"2","CPNE7"
"MKI67",9.34788888558281e-21,0.449212906123777,0.67,0.408,1.76675099937515e-16,"2","MKI67"
"FAM3D",1.53130597926475e-20,0.473608786860398,0.726,0.477,2.89416830081038e-16,"2","FAM3D"
"SIGMAR1",9.76538376229041e-20,0.422582727690507,0.789,0.535,1.84565753107289e-15,"2","SIGMAR1"
"SNORC",1.96686000137106e-19,0.426761216784321,0.778,0.536,3.7173654025913e-15,"2","SNORC"
"GPA33",6.1091210704631e-19,0.45850189447019,0.678,0.433,1.15462388231753e-14,"2","GPA33"
"NASP",1.35852998448683e-18,0.420927033194574,0.693,0.441,2.5676216706801e-14,"2","NASP"
"MAD2L1",1.41233807918586e-18,0.388585829953285,0.663,0.385,2.66931896966128e-14,"2","MAD2L1"
"FUT4",2.64157496023525e-18,0.357984059295758,0.563,0.309,4.99257667484463e-14,"2","FUT4"
"NOP56",2.67915489489859e-18,0.40045169814765,0.933,0.815,5.06360275135834e-14,"2","NOP56"
"MUC1",3.13305902061454e-18,0.356798626099934,0.541,0.286,5.92148154896148e-14,"2","MUC1"
"SMC4",3.72717879920092e-18,0.359016886063244,0.607,0.34,7.04436793048975e-14,"2","SMC4"
"TMEM97",3.93793188255642e-18,0.361444878825892,0.759,0.489,7.44269125803163e-14,"2","TMEM97"
"LRP4",9.58847984125525e-18,0.482774024122542,0.778,0.589,1.81222268999724e-13,"2","LRP4"
"TRABD2A",2.16209160351058e-17,0.426291703082909,0.696,0.461,4.08635313063499e-13,"2","TRABD2A"
"MET",2.62992059395319e-17,0.412215596965616,0.793,0.579,4.97054992257153e-13,"2","MET"
"GGH1",4.74734654155827e-17,0.360786489128805,0.926,0.767,8.97248496354513e-13,"2","GGH"
"ECT2",5.32689287754763e-17,0.391157528582225,0.604,0.362,1.0067827538565e-12,"2","ECT2"
"NRARP",1.62587012674999e-16,0.408389843515562,0.633,0.401,3.07289453955747e-12,"2","NRARP"
"DYNLL2",1.99896026974006e-16,0.365914784916578,0.9,0.753,3.77803490980872e-12,"2","DYNLL2"
"ETV4",2.80387846976546e-16,0.361424253132814,0.611,0.366,5.29933030785671e-12,"2","ETV4"
"SUCLG2",3.0919573467305e-16,0.385669895626174,0.767,0.538,5.84379938532064e-12,"2","SUCLG2"
"MCM5",3.89905937544942e-16,0.345319036333684,0.507,0.276,7.3692222195994e-12,"2","MCM5"
"SUMF1",4.16725769303552e-16,0.35782706189662,0.53,0.298,7.87611703983713e-12,"2","SUMF1"
"CEMIP2",5.51546609959432e-16,0.369930840538715,0.648,0.403,1.04242309282333e-11,"2","CEMIP2"
"NDRG2",5.85371732661271e-16,0.329193630853946,0.578,0.337,1.1063525747298e-11,"2","NDRG2"
"ABHD14B",6.49243270942683e-16,0.341241122761621,0.504,0.283,1.22706978208167e-11,"2","ABHD14B"
"NCBP2",1.02767813201794e-15,0.380706164368725,0.811,0.64,1.9423116695139e-11,"2","NCBP2"
"EIF4EBP1",1.59016050877065e-15,0.365727882229326,0.57,0.343,3.00540336157653e-11,"2","EIF4EBP1"
"TPX2",1.7019744624131e-15,0.422564956215062,0.767,0.568,3.21673173396076e-11,"2","TPX2"
"CSKMT",2.00102122681209e-15,0.371054050417266,0.859,0.751,3.78193011867485e-11,"2","CSKMT"
"FHDC1",2.55711677742302e-15,0.35334113713864,0.622,0.391,4.8329507093295e-11,"2","FHDC1"
"MGST1",3.78718784344578e-15,0.36688525004909,0.863,0.735,7.15778502411252e-11,"2","MGST1"
"TNFRSF11A",3.97453815016788e-15,0.312111174514429,0.504,0.28,7.5118771038173e-11,"2","TNFRSF11A"
"MCM4",6.22316021556822e-15,0.35635476237851,0.604,0.371,1.17617728074239e-10,"2","MCM4"
"MRPL15",7.13784310340636e-15,0.34060055559594,0.674,0.442,1.3490523465438e-10,"2","MRPL15"
"SAPCD2",7.91795567169539e-15,0.43359894037072,0.726,0.531,1.49649362195043e-10,"2","SAPCD2"
"GOLM1",7.99735333956126e-15,0.361206320768944,0.826,0.643,1.51149978117708e-10,"2","GOLM1"
"POF1B",8.99585400507367e-15,0.371914483173054,0.815,0.627,1.70021640695892e-10,"2","POF1B"
"MCM3",9.30728858237979e-15,0.335713163360368,0.652,0.41,1.75907754206978e-10,"2","MCM3"
"HADH",1.05412498875437e-14,0.378905889754112,0.793,0.624,1.99229622874575e-10,"2","HADH"
"LFNG",1.1069020401384e-14,0.409013711651074,0.741,0.548,2.09204485586158e-10,"2","LFNG"
"SAMD1",1.52179617855216e-14,0.344542513026964,0.563,0.349,2.87619477746358e-10,"2","SAMD1"
"PRKDC",1.670277770634e-14,0.354030356377669,0.844,0.69,3.15682498649826e-10,"2","PRKDC"
"TFCP2L1",2.02802607041006e-14,0.310585132608412,0.533,0.305,3.83296927307501e-10,"2","TFCP2L1"
"HUNK",2.16185592140438e-14,0.325136098490588,0.511,0.295,4.08590769145428e-10,"2","HUNK"
"SYMPK",2.49929576847065e-14,0.346391996182997,0.656,0.418,4.72366900240953e-10,"2","SYMPK"
"MRPS25",2.58656332024692e-14,0.289849231351227,0.63,0.373,4.88860467526668e-10,"2","MRPS25"
"HSF1",2.78190474020531e-14,0.323125534553666,0.811,0.623,5.25779995898803e-10,"2","HSF1"
"UBQLN4",2.9041527875373e-14,0.329528927824259,0.585,0.355,5.48884876844549e-10,"2","UBQLN4"
"PPP1R16A",3.73161457077604e-14,0.322777756299055,0.796,0.611,7.05275153876672e-10,"2","PPP1R16A"
"H2AFX",4.7112335687608e-14,0.361225812696808,0.644,0.435,8.90423144495791e-10,"2","H2AFX"
"NCEH1",5.12372456359168e-14,0.274836204102931,0.507,0.284,9.68383942518827e-10,"2","NCEH1"
"ABCA2",6.12555851301872e-14,0.299663578817508,0.548,0.317,1.15773055896054e-09,"2","ABCA2"
"STMN1",7.31847169385418e-14,0.34961611234408,0.904,0.783,1.38319115013844e-09,"2","STMN1"
"TRPM4",7.83154965092412e-14,0.313212462065051,0.641,0.408,1.48016288402466e-09,"2","TRPM4"
"GPAT4",7.85880942093699e-14,0.335359394482536,0.7,0.477,1.48531498055709e-09,"2","GPAT4"
"CMTM4",8.77654057519868e-14,0.315835161339912,0.548,0.328,1.65876616871255e-09,"2","CMTM4"
"MFSD14B",9.67464914334897e-14,0.320199082959704,0.559,0.344,1.82850868809296e-09,"2","MFSD14B"
"CDK1",9.90001707964394e-14,0.327491737249848,0.544,0.334,1.8711032280527e-09,"2","CDK1"
"SLC26A2",1.29765503133515e-13,0.415623022272462,0.644,0.437,2.45256800922343e-09,"2","SLC26A2"
"SORD",1.5399638419082e-13,0.355061562127854,0.707,0.494,2.9105316612065e-09,"2","SORD"
"ATP1B3",1.57928074057315e-13,0.361069277515764,0.893,0.788,2.98484059968326e-09,"2","ATP1B3"
"ARFGEF1",1.97596166009513e-13,0.285139680574726,0.567,0.341,3.7345675375798e-09,"2","ARFGEF1"
"TOMM5",2.16145124865753e-13,0.34328625906766,0.885,0.775,4.08514285996274e-09,"2","TOMM5"
"IFRD2",2.89731396355498e-13,0.340049737118715,0.726,0.545,5.4759233911189e-09,"2","IFRD2"
"CKS1B",5.05122575273332e-13,0.334691135999758,0.596,0.379,9.54681667266598e-09,"2","CKS1B"
"MCM6",5.11567059255994e-13,0.272130272218715,0.559,0.332,9.66861741993829e-09,"2","MCM6"
"SREBF2",6.14192152332973e-13,0.326793310159438,0.826,0.663,1.16082316790932e-08,"2","SREBF2"
"CPSF1",6.94993119013134e-13,0.318884643360432,0.741,0.543,1.31353699493482e-08,"2","CPSF1"
"TYSND1",7.62812443076704e-13,0.307504446765171,0.552,0.335,1.44171551741497e-08,"2","TYSND1"
"STK39",1.01553358685225e-12,0.304242330547124,0.5,0.294,1.91935847915076e-08,"2","STK39"
"UBE2V2",1.45918582310357e-12,0.346872536609752,0.63,0.427,2.75786120566575e-08,"2","UBE2V2"
"EPHB4",1.57217722968646e-12,0.294973134976674,0.633,0.421,2.97141496410742e-08,"2","EPHB4"
"MPZL2",2.15557942863824e-12,0.253831707538516,0.53,0.311,4.07404512012628e-08,"2","MPZL2"
"UGT8",2.70998252554347e-12,0.336838501492152,0.563,0.362,5.12186697327715e-08,"2","UGT8"
"NAA50",2.81776318418146e-12,0.335604756465734,0.711,0.513,5.32557241810295e-08,"2","NAA50"
"CTDSPL",3.23258140530051e-12,0.276673945797246,0.504,0.298,6.10957885601796e-08,"2","CTDSPL"
"VWA2",3.49451609214747e-12,0.333634346715762,0.581,0.384,6.60463541415873e-08,"2","VWA2"
"TTLL12",3.59692651582019e-12,0.301485247346629,0.719,0.515,6.79819111490016e-08,"2","TTLL12"
"NTRK2",3.87396611454416e-12,0.341637322635924,0.763,0.575,7.32179595648847e-08,"2","NTRK2"
"UBE2G2",4.01978676794486e-12,0.278896525824302,0.57,0.351,7.59739699141578e-08,"2","UBE2G2"
"DAZAP1",4.86545872011518e-12,0.344921622220886,0.833,0.731,9.19571698101768e-08,"2","DAZAP1"
"LMNB2",5.82910344569625e-12,0.311367619301378,0.641,0.444,1.10170055123659e-07,"2","LMNB2"
"AUTS2",5.87190083414162e-12,0.289562281617526,0.541,0.338,1.10978925765277e-07,"2","AUTS2"
"HEPH",6.28027895634337e-12,0.328872902480004,0.852,0.729,1.1869727227489e-07,"2","HEPH"
"HSD11B2",7.20457121754139e-12,0.314027020018922,0.622,0.417,1.36166396011532e-07,"2","HSD11B2"
"HDHD5",7.68343266843454e-12,0.283389875407144,0.548,0.349,1.45216877433413e-07,"2","HDHD5"
"PYCR1",7.84981378119123e-12,0.323237904357412,0.7,0.49,1.48361480464514e-07,"2","PYCR1"
"HMGB3",8.89827685550891e-12,0.313830062639867,0.663,0.463,1.68177432569118e-07,"2","HMGB3"
"MYBL2",1.21063620705523e-11,0.31121378530078,0.537,0.338,2.28810243133439e-07,"2","MYBL2"
"TOP1MT",1.44225050207817e-11,0.296081028147953,0.567,0.364,2.72585344892774e-07,"2","TOP1MT"
"BOP1",1.50495246385698e-11,0.314798370033423,0.741,0.568,2.84436015668969e-07,"2","BOP1"
"TNPO2",1.60383931299852e-11,0.322224554765481,0.537,0.348,3.0312563015672e-07,"2","TNPO2"
"C10orf99",1.66563601200963e-11,0.315100429395156,0.852,0.726,3.1480520626982e-07,"2","C10orf99"
"NDUFAF8",1.67699653043794e-11,0.297505396434083,0.867,0.72,3.16952344252771e-07,"2","NDUFAF8"
"GNL3",1.68073206115541e-11,0.322365985260484,0.789,0.656,3.17658359558372e-07,"2","GNL3"
"CCDC85B",1.79929833992858e-11,0.345745702116729,0.819,0.655,3.40067386246503e-07,"2","CCDC85B"
"LONP1",1.82575129114942e-11,0.309924071506368,0.748,0.551,3.45066994027241e-07,"2","LONP1"
"TOR3A",2.01830541621999e-11,0.268437353851516,0.53,0.332,3.81459723665578e-07,"2","TOR3A"
