"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLN",1.1210446370015e-139,1.47931944300089,1,0.77,2.34858851451815e-135,"0","SLN"
"TMEM158",2.20217849226599e-119,1.12373409503663,0.994,0.851,4.61356394129724e-115,"0","TMEM158"
"NNMT",2.28598047412251e-114,1.21464668033554,1,0.754,4.78912909328666e-110,"0","NNMT"
"SCG2",1.1235220829953e-108,1.13407467037238,0.997,0.885,2.35377876387514e-104,"0","SCG2"
"CALB1",3.75465594623121e-102,1.21569805137647,0.922,0.457,7.86600420735438e-98,"0","CALB1"
"PEG10",2.54147392665172e-93,1.08319562543285,0.954,0.692,5.32438787633535e-89,"0","PEG10"
"CAVIN3",1.95211012265791e-88,0.912950385172501,0.864,0.374,4.08967070696832e-84,"0","CAVIN3"
"AC092958.1",3.24737423572416e-83,0.883858737663206,0.962,0.635,6.80324902384212e-79,"0","AC092958.1"
"SV2B",6.63944508772435e-82,0.898686747840047,0.899,0.455,1.39096374587825e-77,"0","SV2B"
"FABP5",7.15148702438706e-81,0.977025661405893,0.968,0.718,1.49823653160909e-76,"0","FABP5"
"UNC5D",2.75829931397986e-77,0.901143948256861,0.916,0.527,5.7786370627878e-73,"0","UNC5D"
"DIRAS3",8.76977055229735e-75,0.778364663823663,0.798,0.352,1.83726693070629e-70,"0","DIRAS3"
"CHRNA9",1.60852303105007e-73,0.781374414978643,0.887,0.444,3.3698557500499e-69,"0","CHRNA9"
"TNFRSF12A",5.59307339712638e-71,0.908702253683688,0.968,0.821,1.17174887669798e-66,"0","TNFRSF12A"
"DNAH9",1.58222864467061e-69,0.568014998534727,0.645,0.213,3.31476901058492e-65,"0","DNAH9"
"OCIAD2",2.98149526227869e-69,0.764040580785717,0.876,0.444,6.24623257447387e-65,"0","OCIAD2"
"RCAN1",4.62561775773279e-69,0.821743339809793,0.815,0.388,9.69066920245019e-65,"0","RCAN1"
"DHCR7",5.42134411801313e-69,0.917058620715362,0.884,0.574,1.13577159272375e-64,"0","DHCR7"
"ELMOD1",1.23774250439129e-66,0.779940547302182,0.945,0.677,2.59307054669975e-62,"0","ELMOD1"
"ZNF436",3.30415999812099e-63,0.734030035298284,0.977,0.813,6.92221519606348e-59,"0","ZNF436"
"HS6ST1",1.53921555722917e-60,0.696923284319174,0.96,0.728,3.22465659239511e-56,"0","HS6ST1"
"CORO2B",3.41096058720844e-60,0.851518623505594,0.931,0.723,7.14596243020168e-56,"0","CORO2B"
"PLXNA1",1.90213022580312e-59,0.717063065677092,0.954,0.692,3.98496282305753e-55,"0","PLXNA1"
"NOMO1",1.70511848192282e-57,0.689017853408281,0.835,0.448,3.5722232196283e-53,"0","NOMO1"
"PDPN",4.69300085463661e-56,0.606684386097173,0.991,0.879,9.83183679046369e-52,"0","PDPN"
"CITED1",5.59319635570493e-55,0.515170007290501,0.618,0.231,1.17177463652018e-50,"0","CITED1"
"CYSTM1",4.45533299540472e-53,0.641055723803296,0.965,0.852,9.33392262537289e-49,"0","CYSTM1"
"TUBA1C",9.4188814189462e-53,0.654561220260924,0.948,0.745,1.97325565726923e-48,"0","TUBA1C"
"CROT",1.75031858528844e-52,0.652954495473655,0.829,0.448,3.66691743617929e-48,"0","CROT"
"CFI",4.24763465236884e-52,0.66281313102616,0.936,0.71,8.89879459671273e-48,"0","CFI"
"LPL",9.04899075920746e-52,0.717787692576127,0.957,0.799,1.89576356405396e-47,"0","LPL"
"CA11",3.65874792723124e-51,0.658024799513452,0.939,0.713,7.66507690754944e-47,"0","CA11"
"ACP6",3.17216833073836e-48,0.577358114629435,0.746,0.369,6.64569265289686e-44,"0","ACP6"
"S100A16",1.10471366874942e-46,0.601807473691844,0.962,0.847,2.31437513603003e-42,"0","S100A16"
"LPCAT1",1.99744019771137e-46,0.642136927639023,0.882,0.569,4.18463721420532e-42,"0","LPCAT1"
"NRXN3",3.38796894283606e-46,0.624006474412225,0.734,0.369,7.09779493524154e-42,"0","NRXN3"
"ECI2",3.15972955898538e-45,0.587928400059522,0.945,0.734,6.61963342607436e-41,"0","ECI2"
"SLC10A4",4.46339540255591e-45,0.543214843432612,0.986,0.843,9.35081336835464e-41,"0","SLC10A4"
"NPB",1.26108745556674e-43,0.443733646608658,0.535,0.202,2.64197821941233e-39,"0","NPB"
"DHCR24",3.28917750231663e-42,0.576291850333572,0.604,0.271,6.89082686735333e-38,"0","DHCR24"
"SLAIN1",4.00257117596312e-42,0.556921474399986,0.832,0.486,8.38538661364273e-38,"0","SLAIN1"
"MLLT11",4.45654273003806e-42,0.565321909838513,0.714,0.361,9.33645701942973e-38,"0","MLLT11"
"C6orf141",1.39962942775878e-41,0.397132635988341,0.514,0.192,2.93222365115464e-37,"0","C6orf141"
"CNR1",2.09387433430301e-41,0.578179686315044,0.942,0.801,4.3866667303648e-37,"0","CNR1"
"DBNDD1",2.11795365417303e-41,0.531790297075505,0.89,0.612,4.43711290549249e-37,"0","DBNDD1"
"CNIH3",3.99821598287982e-41,0.563923493968182,0.945,0.764,8.37626248413323e-37,"0","CNIH3"
"TENM2",4.40716790591873e-41,0.508140388594917,0.578,0.246,9.23301676289974e-37,"0","TENM2"
"HMGN3",1.1382574648771e-40,0.537409071868935,0.934,0.755,2.38464938891753e-36,"0","HMGN3"
"CHGB",1.35747464867274e-40,0.494166207958611,0.662,0.312,2.8439093889694e-36,"0","CHGB"
"TNFRSF11B",2.32649653921634e-40,0.482479347673496,0.564,0.239,4.87401024965824e-36,"0","TNFRSF11B"
"MMP19",7.14418793914434e-40,0.549650433269457,0.847,0.535,1.49670737325074e-35,"0","MMP19"
"RFFL",1.4911033313436e-39,0.491316974859097,0.702,0.339,3.12386147916485e-35,"0","RFFL"
"RIN1",2.07119790298893e-39,0.458475641673059,0.702,0.338,4.33915960676181e-35,"0","RIN1"
"OGFOD3",8.70920439684066e-39,0.420897200345124,0.682,0.319,1.82457832113812e-34,"0","OGFOD3"
"IMMP1L",1.00470470958568e-38,0.445374218681182,0.627,0.29,2.10485636658199e-34,"0","IMMP1L"
"KCNE4",2.1352819565882e-38,0.445058174332155,0.65,0.303,4.47341569905227e-34,"0","KCNE4"
"NECTIN3",2.14963010453814e-38,0.543035529896973,0.832,0.511,4.5034750690074e-34,"0","NECTIN3"
"AGPAT5",4.15620705131805e-38,0.516173577850284,0.951,0.818,8.70725377251131e-34,"0","AGPAT5"
"TUBB3",4.71582770199633e-38,0.553655586867502,0.902,0.657,9.8796590356823e-34,"0","TUBB3"
"ERG28",1.74873427787562e-37,0.593963697325177,0.829,0.536,3.66359831214943e-33,"0","ERG28"
"VAMP4",2.65019098879648e-37,0.449402495674061,0.642,0.304,5.55215012152862e-33,"0","VAMP4"
"POU3F4",2.35563795540095e-36,0.392132828344879,0.517,0.209,4.93506151656499e-32,"0","POU3F4"
"GATB",2.42314235154668e-36,0.447919038219719,0.688,0.336,5.0764832264903e-32,"0","GATB"
"OSBP2",2.82528566389167e-36,0.406174078643599,0.555,0.24,5.91897346585305e-32,"0","OSBP2"
"SLC25A18",5.19436036832044e-36,0.475813189041361,0.676,0.332,1.08821849716313e-31,"0","SLC25A18"
"TMEM70",6.70730455123944e-36,0.491580401916202,0.711,0.376,1.40518030348466e-31,"0","TMEM70"
"TTYH3",8.08790597545043e-36,0.515831213608586,0.936,0.784,1.69441630185687e-31,"0","TTYH3"
"CXADR",1.1206378874613e-35,0.4319284870615,0.682,0.339,2.34773637423141e-31,"0","CXADR"
"ITGA3",1.44984821274447e-35,0.515340992837158,0.919,0.763,3.03743200569967e-31,"0","ITGA3"
"DPY19L1",2.09597199059515e-35,0.534375979238774,0.858,0.568,4.39106132029685e-31,"0","DPY19L1"
"QDPR",3.41707388713662e-35,0.506844007716952,0.801,0.471,7.15876979355121e-31,"0","QDPR"
"PRICKLE1",3.6045851930466e-35,0.402926446681877,0.564,0.25,7.55160597943264e-31,"0","PRICKLE1"
"EFNB2",3.87395064177299e-35,0.528168299969958,0.772,0.449,8.11592659451441e-31,"0","EFNB2"
"HAP1",4.1659200312201e-35,0.631994294226346,0.827,0.54,8.72760246540611e-31,"0","HAP1"
"ABHD17C",1.1056537737779e-34,0.493679841608109,0.725,0.386,2.31634465606471e-30,"0","ABHD17C"
"EPHA3",1.7106601178107e-34,0.495928880656112,0.633,0.315,3.58383294681343e-30,"0","EPHA3"
"HEXB",1.2425195490229e-33,0.54097178106229,0.91,0.773,2.60307845520297e-29,"0","HEXB"
"LZTS1",1.52309120700564e-33,0.538505601998224,0.896,0.67,3.19087607867681e-29,"0","LZTS1"
"SVIP",2.70461843097004e-33,0.557755902183455,0.731,0.422,5.66617561288223e-29,"0","SVIP"
"PHLDA2",3.66205224616097e-33,0.463244072952514,0.653,0.327,7.67199945570723e-29,"0","PHLDA2"
"HMGCS1",5.89644805646125e-33,0.464303755244107,0.624,0.311,1.23530586782863e-28,"0","HMGCS1"
"CHRD",7.23390177264532e-33,0.442196822515328,0.653,0.336,1.51550242136919e-28,"0","CHRD"
"SNRPG",7.64973211491915e-33,0.459750373021015,0.954,0.851,1.60261887807556e-28,"0","SNRPG"
"FASN",8.74833091434547e-33,0.506557566097021,0.899,0.685,1.83277532655538e-28,"0","FASN"
"ANKH",1.49886786828834e-32,0.469652301036697,0.91,0.734,3.14012818406407e-28,"0","ANKH"
"COLGALT2",2.38174061592591e-32,0.500683247609935,0.931,0.734,4.98974659036478e-28,"0","COLGALT2"
"IFITM1",3.74399671800087e-32,0.490135888714028,0.679,0.355,7.84367312421183e-28,"0","IFITM1"
"NDUFA7",4.53649160373245e-32,0.479460713108246,0.919,0.718,9.50394990981949e-28,"0","NDUFA7"
"HBEGF",4.55098703585752e-32,0.387807232625825,0.616,0.293,9.5343178401215e-28,"0","HBEGF"
"G6PD",7.61058459200474e-32,0.467034649218497,0.775,0.45,1.59441747202499e-27,"0","G6PD"
"FGF14",8.08314259557153e-32,0.409621747422626,0.63,0.311,1.69341837377224e-27,"0","FGF14"
"ZMYND8",9.87592967240154e-32,0.500327207837691,0.835,0.584,2.06900726636812e-27,"0","ZMYND8"
"PTTG1",1.17469864524528e-31,0.402345141620508,0.564,0.263,2.46099366178886e-27,"0","PTTG1"
"PPP1R9A",1.44620330438141e-31,0.424339188646839,0.682,0.36,3.02979592267905e-27,"0","PPP1R9A"
"NME1",7.59748909954678e-31,0.471581863546517,0.939,0.779,1.59167396635505e-26,"0","NME1"
"FADS1",1.11444637500952e-30,0.491023133704403,0.653,0.362,2.33476515564494e-26,"0","FADS1"
"CD320",1.35223219216949e-30,0.466757424921112,0.887,0.663,2.83292644259509e-26,"0","CD320"
"AKIRIN2",1.4010255174565e-30,0.496843385197119,0.78,0.482,2.93514845907137e-26,"0","AKIRIN2"
"MREG",2.18784128253811e-30,0.390461953956416,0.538,0.248,4.58352748691733e-26,"0","MREG"
"LIMS1",2.61065072517307e-30,0.45303642939292,0.919,0.758,5.46931326923757e-26,"0","LIMS1"
"BOLA3",2.89663465055141e-30,0.40530702022493,0.653,0.34,6.06844959290521e-26,"0","BOLA3"
"GCSH",4.67960431666826e-30,0.487625884797435,0.827,0.586,9.80377104342e-26,"0","GCSH"
"LONRF2",4.82565169183626e-30,0.4624288785568,0.931,0.731,1.0109740294397e-25,"0","LONRF2"
"CD276",4.89076712398914e-30,0.459541652671765,0.905,0.701,1.02461571247572e-25,"0","CD276"
"PLA2G5",5.17634792157345e-30,0.442779031832084,0.925,0.736,1.08444488956964e-25,"0","PLA2G5"
"IFNGR2",7.69015473945787e-30,0.439775806390469,0.908,0.722,1.61108741791642e-25,"0","IFNGR2"
"CASP3",7.94057406117529e-30,0.479789611024339,0.766,0.476,1.66355026581622e-25,"0","CASP3"
"MRPS6",1.2725956724999e-29,0.485377519309636,0.922,0.807,2.66608793388728e-25,"0","MRPS6"
"MAN1C1",1.34165826946484e-29,0.473186876200092,0.708,0.414,2.81077407452885e-25,"0","MAN1C1"
"TRIM24",1.36280226404154e-29,0.397553308112881,0.676,0.354,2.85507074316702e-25,"0","TRIM24"
"ADAMTS1",1.49391444894623e-28,0.438762655924955,0.711,0.403,3.12975077054236e-24,"0","ADAMTS1"
"SOCS3",1.88231107749013e-28,0.413009732110333,0.673,0.363,3.94344170734182e-24,"0","SOCS3"
"PRR7",3.4310946471441e-28,0.395469312854868,0.613,0.317,7.18814328576688e-24,"0","PRR7"
"FDX1",3.64165873030808e-28,0.393007125145527,0.578,0.294,7.62927503999542e-24,"0","FDX1"
"CRELD2",3.84801518767376e-28,0.394094696898961,0.697,0.392,8.06159181817654e-24,"0","CRELD2"
"MDGA1",4.1417448104967e-28,0.352931650581475,0.5,0.229,8.67695537799058e-24,"0","MDGA1"
"ADAMTS14",4.18985909100929e-28,0.335973474234821,0.552,0.251,8.77775479566446e-24,"0","ADAMTS14"
"UXS1",5.54378942136811e-28,0.365307411331416,0.624,0.321,1.16142388377662e-23,"0","UXS1"
"CAMK1",7.41863195750049e-28,0.437131009966035,0.832,0.547,1.55420339509635e-23,"0","CAMK1"
"PFN2",7.94647801960408e-28,0.435601363666902,0.931,0.809,1.66478714510705e-23,"0","PFN2"
"CA2",1.12266514819649e-27,0.391763605346082,0.835,0.554,2.35198348547165e-23,"0","CA2"
"MTMR11",1.51296635050065e-27,0.417811978992665,0.694,0.392,3.16966450429886e-23,"0","MTMR11"
"MSMO1",3.44415199290301e-27,0.398693149975958,0.616,0.324,7.21549842513181e-23,"0","MSMO1"
"PDIA4",3.91836563307016e-27,0.435086864676868,0.942,0.834,8.20897600128199e-23,"0","PDIA4"
"CXCL16",5.06485941595681e-27,0.421685450209327,0.835,0.578,1.06108804764295e-22,"0","CXCL16"
"BAALC-AS2",9.99703836573709e-27,0.351408843149042,0.549,0.266,2.09437953762192e-22,"0","BAALC-AS2"
"TXNDC17",1.0300078088157e-26,0.424829402977093,0.893,0.691,2.1578663594689e-22,"0","TXNDC17"
"PXN",1.10189597383857e-26,0.443102531507227,0.873,0.643,2.30847206519181e-22,"0","PXN"
"MPV17",1.18829243688928e-26,0.412346581480607,0.757,0.488,2.48947265528305e-22,"0","MPV17"
"SEMA6A",1.32604454099819e-26,0.411143224321805,0.809,0.523,2.77806331339121e-22,"0","SEMA6A"
"CHST2",2.63607357622291e-26,0.438460495296786,0.876,0.662,5.52257414218699e-22,"0","CHST2"
"CTNNBIP1",3.51999415408311e-26,0.33181863431748,0.561,0.279,7.37438775280411e-22,"0","CTNNBIP1"
"COX17",4.04432592456046e-26,0.453052527935498,0.884,0.708,8.47286281195417e-22,"0","COX17"
"ADAMTS9",4.79003904236479e-26,0.409180263752871,0.679,0.393,1.00351317937542e-21,"0","ADAMTS9"
"LSM10",1.42827991902463e-25,0.379192701401037,0.708,0.404,2.9922464303566e-21,"0","LSM10"
"ST8SIA4",1.61717842207857e-25,0.411889665349758,0.645,0.347,3.3879887942546e-21,"0","ST8SIA4"
"LIMK1",1.65203935671141e-25,0.375627704041844,0.618,0.335,3.4610224523104e-21,"0","LIMK1"
"SDF2L1",2.07960900999195e-25,0.403322603830335,0.685,0.403,4.35678087593314e-21,"0","SDF2L1"
"CARD16",2.1017671917211e-25,0.358872395067253,0.598,0.314,4.4032022666557e-21,"0","CARD16"
"CDK6",2.52212109555675e-25,0.354037593959975,0.642,0.347,5.28384369519139e-21,"0","CDK6"
"ASAP2",2.57833346970031e-25,0.426960595715184,0.815,0.571,5.40160861902216e-21,"0","ASAP2"
"ATP1B3",6.02315113147503e-25,0.41063078879024,0.913,0.71,1.26185016204402e-20,"0","ATP1B3"
"SNX10",7.76934164221693e-25,0.386336462280293,0.642,0.364,1.62767707404445e-20,"0","SNX10"
"HYOU1",9.46680101788787e-25,0.382038988141897,0.777,0.502,1.98329481324751e-20,"0","HYOU1"
"IGF2BP3",1.02151304217586e-24,0.347194435088433,0.538,0.274,2.14006982335844e-20,"0","IGF2BP3"
"CNMD",1.04995978965272e-24,0.36458883639828,0.523,0.26,2.19966575932245e-20,"0","CNMD"
"LIPA",1.07884248840022e-24,0.449013538843966,0.847,0.613,2.26017501319847e-20,"0","LIPA"
"ROM1",1.10021712662333e-24,0.383155202619841,0.699,0.419,2.30495488027587e-20,"0","ROM1"
"EDEM2",1.42007913832791e-24,0.39812448155455,0.639,0.365,2.97506579479698e-20,"0","EDEM2"
"SMIM10L1",1.51115643485237e-24,0.357936077747438,0.613,0.328,3.16587273101572e-20,"0","SMIM10L1"
"BZW2",1.90916941738355e-24,0.342967721462164,0.506,0.249,3.99970992941854e-20,"0","BZW2"
"EML1",2.00675690038693e-24,0.315386966739725,0.529,0.261,4.20415570631062e-20,"0","EML1"
"CAPN5",2.14051811169105e-24,0.445786597177555,0.841,0.619,4.48438544399274e-20,"0","CAPN5"
"DCLK1",2.69831747206147e-24,0.345807569723865,0.598,0.32,5.65297510396877e-20,"0","DCLK1"
"TMEM106C",2.88406661787448e-24,0.391347439678471,0.659,0.379,6.04211956444704e-20,"0","TMEM106C"
"AGA",6.70426129699248e-24,0.339953995377818,0.509,0.256,1.40454274171992e-19,"0","AGA"
"PTPN13",1.06818770351577e-23,0.410377004275757,0.809,0.547,2.23785323886553e-19,"0","PTPN13"
"GFPT2",1.28412812383804e-23,0.317283808371737,0.717,0.409,2.6902484194407e-19,"0","GFPT2"
"PSMA1",1.28620436727497e-23,0.390045640899846,0.925,0.762,2.69459814944106e-19,"0","PSMA1"
"GUSB",1.46734677905757e-23,0.405643434566033,0.864,0.618,3.07409150212561e-19,"0","GUSB"
"HLA-DPA1",1.55549719302451e-23,0.363065904607427,0.991,0.885,3.25876661938634e-19,"0","HLA-DPA1"
"SLC22A23",1.89186988235258e-23,0.37320093333254,0.766,0.495,3.96346740352866e-19,"0","SLC22A23"
"PIN4",2.28268845364774e-23,0.398494586903544,0.737,0.482,4.78223231039201e-19,"0","PIN4"
"DECR1",3.68600847240207e-23,0.374176870368926,0.694,0.416,7.72218774968233e-19,"0","DECR1"
"IGDCC4",3.95576481877467e-23,0.335772112745145,0.659,0.368,8.28732729533294e-19,"0","IGDCC4"
"PPFIA2",4.03566894274576e-23,0.396988894733245,0.783,0.509,8.45472643505237e-19,"0","PPFIA2"
"B9D1",4.58254378939548e-23,0.321634519317605,0.543,0.282,9.60042923878353e-19,"0","B9D1"
"PRADC1",5.43994252893293e-23,0.312903483793864,0.529,0.27,1.13966795981145e-18,"0","PRADC1"
"COX5A",7.08802938998827e-23,0.397583478192287,0.928,0.79,1.48494215720254e-18,"0","COX5A"
"CAMTA1",1.11107721648619e-22,0.379680194561487,0.746,0.468,2.32770676853858e-18,"0","CAMTA1"
"EEF2K",1.25645356406495e-22,0.363620470849781,0.653,0.381,2.63227021671606e-18,"0","EEF2K"
"GALNS",1.30219235080829e-22,0.378374889585175,0.63,0.371,2.72809297494338e-18,"0","GALNS"
"COL11A1",1.34243507891921e-22,0.374457198020444,0.645,0.374,2.81240149033574e-18,"0","COL11A1"
"PRAG1",1.51773944987005e-22,0.328638437658573,0.543,0.281,3.17966414747775e-18,"0","PRAG1"
"PCYT2",1.73465544597409e-22,0.335350128048424,0.636,0.363,3.63410315931571e-18,"0","PCYT2"
"ITPKC",1.7790823025113e-22,0.304450087184261,0.509,0.256,3.72717742376118e-18,"0","ITPKC"
"ACYP2",2.69647087851681e-22,0.343137161071799,0.685,0.408,5.64910649049272e-18,"0","ACYP2"
"IAH1",3.18314754008973e-22,0.344485594917734,0.647,0.375,6.66869409648799e-18,"0","IAH1"
"LRATD2",7.3002331594262e-22,0.338962224950758,0.538,0.285,1.52939884689979e-17,"0","LRATD2"
"AFAP1",7.43958664561301e-22,0.308741378707644,0.578,0.312,1.55859340225593e-17,"0","AFAP1"
"ACOT13",1.06429893330571e-21,0.395300720895112,0.653,0.399,2.22970626527547e-17,"0","ACOT13"
"PXYLP1",1.59136368133633e-21,0.388940747633296,0.806,0.561,3.3339069123996e-17,"0","PXYLP1"
"INPP5F",1.66830269914492e-21,0.365249209419459,0.749,0.48,3.49509415470861e-17,"0","INPP5F"
"MALSU1",1.78403641401767e-21,0.315645599213612,0.705,0.411,3.73755628736702e-17,"0","MALSU1"
"FADS2",3.72012449909099e-21,0.409340394175466,0.633,0.383,7.79366082559563e-17,"0","FADS2"
"C19orf81",4.49552223149752e-21,0.30418487740361,0.538,0.283,9.4181190749873e-17,"0","C19orf81"
"POFUT1",5.3618651817833e-21,0.333620885993265,0.676,0.404,1.1233107555836e-16,"0","POFUT1"
"MMP24OS",5.98984011514608e-21,0.354583225528712,0.867,0.683,1.2548715041231e-16,"0","MMP24OS"
"TMEM134",6.48901787342908e-21,0.31041010258439,0.587,0.327,1.35944924448339e-16,"0","TMEM134"
"AC100810.1",8.83233058119498e-21,0.337883665484655,0.595,0.341,1.85037325676035e-16,"0","AC100810.1"
"CHPT1",9.55883982293564e-21,0.374679826481786,0.801,0.553,2.00257694290502e-16,"0","CHPT1"
"TUBA4A",1.13432344576496e-20,0.297014552544602,0.523,0.273,2.3764076188776e-16,"0","TUBA4A"
"GGT7",1.13726008148945e-20,0.32569692905496,0.532,0.29,2.38255987072039e-16,"0","GGT7"
"HSPB8",1.52975413272403e-20,0.306204519032879,0.581,0.319,3.20483490805684e-16,"0","HSPB8"
"PEX10",1.94549164757399e-20,0.311774322183488,0.581,0.324,4.0758050016675e-16,"0","PEX10"
"CAPRIN2",2.1700575790288e-20,0.327406953229217,0.682,0.415,4.54627062806533e-16,"0","CAPRIN2"
"SMIM29",2.67622698840388e-20,0.375968373293786,0.827,0.658,5.60669554070613e-16,"0","SMIM29"
"LIMA1",3.18580751812745e-20,0.362155563811348,0.789,0.534,6.67426675047701e-16,"0","LIMA1"
"TENT5A",3.19761545383901e-20,0.287990208993128,0.642,0.364,6.69900437579273e-16,"0","TENT5A"
"TLCD3A",3.32283675309703e-20,0.336258144080771,0.569,0.326,6.96134299773827e-16,"0","TLCD3A"
"FAM20C",3.61834600799273e-20,0.3385469496596,0.939,0.794,7.58043488674476e-16,"0","FAM20C"
"SEMA3E",5.96738378056384e-20,0.361787380858333,0.763,0.511,1.25016690202812e-15,"0","SEMA3E"
"VWA5A",7.48688046916787e-20,0.330424537024479,0.613,0.36,1.56850145829067e-15,"0","VWA5A"
"NUCB2",7.8384852138785e-20,0.307442897853114,0.595,0.336,1.64216265230755e-15,"0","NUCB2"
"PSMB2",8.08231073736762e-20,0.341431543909127,0.89,0.699,1.69324409947852e-15,"0","PSMB2"
"AC009041.2",9.57574410049694e-20,0.354435588551427,0.642,0.394,2.00611838905411e-15,"0","AC009041.2"
"ACSS3",9.85554403967557e-20,0.359651492920454,0.873,0.654,2.06473647631203e-15,"0","ACSS3"
"SORL1",1.13969450100817e-19,0.338147458782593,0.939,0.807,2.38765997961212e-15,"0","SORL1"
"RGS6",1.25523080950956e-19,0.29926769415999,0.538,0.292,2.62970854592253e-15,"0","RGS6"
"SLC35B1",2.12981581570453e-19,0.300997257810466,0.621,0.365,4.46196413390098e-15,"0","SLC35B1"
"PLAAT3",3.3821066256665e-19,0.362466178255257,0.916,0.802,7.08551338077131e-15,"0","PLAAT3"
"MEA1",3.55805474503851e-19,0.337067562213298,0.867,0.695,7.45412469085567e-15,"0","MEA1"
"EXTL3",4.17450851922912e-19,0.296658821827981,0.691,0.414,8.745595347785e-15,"0","EXTL3"
"SF3B6",4.3531353622283e-19,0.369382047273963,0.893,0.785,9.1198185838683e-15,"0","SF3B6"
"KLHL4",5.74514017506803e-19,0.363489231612253,0.783,0.558,1.20360686667675e-14,"0","KLHL4"
"DDOST",5.83269456213677e-19,0.344855716820066,0.876,0.691,1.22194951076765e-14,"0","DDOST"
"MCUR1",7.35701852739273e-19,0.293587218382097,0.558,0.314,1.54129538148878e-14,"0","MCUR1"
"GNPTG",9.22870731894188e-19,0.360159598504071,0.934,0.813,1.93341418331832e-14,"0","GNPTG"
"TCTN1",9.58161517776577e-19,0.335250841808913,0.682,0.429,2.00734837974193e-14,"0","TCTN1"
"PGD",1.15752590086598e-18,0.353765259245236,0.737,0.489,2.42501676231423e-14,"0","PGD"
"ARL1",1.48741655181365e-18,0.299513917449929,0.734,0.463,3.11613767604961e-14,"0","ARL1"
"ERH",1.99679820527001e-18,0.331052382324654,0.896,0.756,4.18329224004066e-14,"0","ERH"
"PTPMT1",2.12362052165507e-18,0.344711038939118,0.728,0.496,4.44898499286737e-14,"0","PTPMT1"
"KIF13B",2.99888017135375e-18,0.273693549445106,0.54,0.299,6.2826539589861e-14,"0","KIF13B"
"TAF10",3.72352062294401e-18,0.36060866453525,0.887,0.752,7.80077570506771e-14,"0","TAF10"
"PSMC2",3.82336578961263e-18,0.324377891576775,0.769,0.52,8.00995132923845e-14,"0","PSMC2"
"TMED3",3.84238853216479e-18,0.382025743598132,0.754,0.541,8.04980397488523e-14,"0","TMED3"
"UQCC2",4.05723965310073e-18,0.314690446105065,0.76,0.495,8.49991707324602e-14,"0","UQCC2"
"SMPD1",4.19942062846765e-18,0.378358700775474,0.818,0.643,8.79778621663972e-14,"0","SMPD1"
"ENTPD6",4.4754464027735e-18,0.316683529010057,0.853,0.619,9.37606021381048e-14,"0","ENTPD6"
"TMEM208",4.49725032849441e-18,0.301418090015995,0.867,0.631,9.42173943819579e-14,"0","TMEM208"
"C2CD2",5.16027558150656e-18,0.273484333981368,0.552,0.313,1.08107773432562e-13,"0","C2CD2"
"NELFCD",5.48883925299319e-18,0.317489299197301,0.723,0.471,1.14991182350207e-13,"0","NELFCD"
"MTLN",5.79235358471364e-18,0.352422457628894,0.769,0.55,1.21349807599751e-13,"0","MTLN"
"CFB",7.17740871464863e-18,0.270923795696099,0.645,0.375,1.50366712571889e-13,"0","CFB"
"GLRX",8.37797622964924e-18,0.306893125204649,0.595,0.357,1.75518602011152e-13,"0","GLRX"
"NAA10",8.6308562115714e-18,0.322404515071501,0.89,0.7,1.80816437632421e-13,"0","NAA10"
"ITGB1BP1",9.04559985405388e-18,0.333318221617936,0.806,0.584,1.89505316942429e-13,"0","ITGB1BP1"
"PPT1",9.31746749804317e-18,0.337927046589618,0.905,0.794,1.95200944084004e-13,"0","PPT1"
"P3H4",9.59137429254509e-18,0.285040333604732,0.688,0.421,2.0093929142882e-13,"0","P3H4"
"COA4",1.14045324753353e-17,0.321756678639028,0.74,0.491,2.38924955358275e-13,"0","COA4"
"DCAF13",1.16096772114886e-17,0.256088754533157,0.529,0.293,2.43222737580687e-13,"0","DCAF13"
"SLIRP",1.22972384147497e-17,0.35248697883117,0.879,0.753,2.57627144789006e-13,"0","SLIRP"
"PTPRE",1.38419457271621e-17,0.287516545001567,0.592,0.348,2.89988762984046e-13,"0","PTPRE"
"CNPY2",1.5391317196874e-17,0.323013533330976,0.896,0.738,3.2244809527451e-13,"0","CNPY2"
"BEX2",1.61164551009702e-17,0.368179298414454,0.815,0.64,3.37639734365326e-13,"0","BEX2"
"SSBP2",1.78790981297367e-17,0.304531294145345,0.723,0.472,3.74567105817984e-13,"0","SSBP2"
"LYPLAL1",1.84703899177953e-17,0.298110299895879,0.566,0.339,3.86954668777812e-13,"0","LYPLAL1"
"B4GALT5",2.49662489681211e-17,0.311295141667586,0.725,0.483,5.23042915882136e-13,"0","B4GALT5"
"CHID1",2.53592824089117e-17,0.308749115806191,0.902,0.79,5.31276966466701e-13,"0","CHID1"
"MOCS2",2.56339992395623e-17,0.280755889260937,0.613,0.368,5.37032284068831e-13,"0","MOCS2"
"RAB22A",2.89716232656587e-17,0.289705059963566,0.613,0.37,6.0695550741555e-13,"0","RAB22A"
"ACP1",2.91369935517799e-17,0.315645599213612,0.653,0.42,6.10420014909788e-13,"0","ACP1"
"USO1",3.04758686521582e-17,0.286938812969735,0.63,0.376,6.38469448262715e-13,"0","USO1"
