"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PPP1R3B",1.09192370867003e-13,0.462846334176542,0.502,0.307,2.28758016966372e-09,"6","PPP1R3B"
"TNC2",1.92514231666707e-13,0.371457814493336,0.909,0.808,4.03317315341751e-09,"6","TNC"
"OXSR1",2.76094617927307e-13,0.446167570663322,0.519,0.341,5.78418224557708e-09,"6","OXSR1"
"CORO1C",3.10780770019139e-13,0.494922254841665,0.668,0.523,6.51085713190097e-09,"6","CORO1C"
"SMS",5.08202479647499e-13,0.426513665863825,0.714,0.571,1.06468419486151e-08,"6","SMS"
"GLRX1",6.43395256063856e-13,0.50513709684171,0.535,0.369,1.34791306145378e-08,"6","GLRX"
"ZFP36",9.1487407347402e-13,0.492191670302035,0.552,0.393,1.91666118392807e-08,"6","ZFP36"
"VAMP2",1.01531971936331e-12,0.419425901505269,0.705,0.595,2.12709481206613e-08,"6","VAMP2"
"CFL2",1.0523637328974e-12,0.422917316150434,0.548,0.369,2.20470202042006e-08,"6","CFL2"
"TBC1D23",1.31172878494649e-12,0.40816030227254,0.51,0.334,2.7480718044629e-08,"6","TBC1D23"
"DLG1",1.80415699500049e-12,0.403620785381664,0.519,0.337,3.77970890452603e-08,"6","DLG1"
"ERRFI11",2.41065871995608e-12,0.383037744031636,0.668,0.487,5.05033001830799e-08,"6","ERRFI1"
"MXI11",2.45856958620885e-12,0.416617347927487,0.589,0.425,5.15070328310754e-08,"6","MXI1"
"SNHG7",2.69391391423688e-12,0.439307778079878,0.656,0.511,5.64374965032626e-08,"6","SNHG7"
"CYTOR",2.99522106194986e-12,0.478272915252789,0.714,0.609,6.27498812478496e-08,"6","CYTOR"
"PXDC1",3.26032432628666e-12,0.455680374945993,0.556,0.39,6.83037946357054e-08,"6","PXDC1"
"NAV2",3.44754425267891e-12,0.462939411334858,0.548,0.373,7.22260520936233e-08,"6","NAV2"
"SULF11",4.14909569443649e-12,0.302308032770876,0.859,0.738,8.69235547984445e-08,"6","SULF1"
"WBP11",5.84663517199993e-12,0.449713729861839,0.602,0.444,1.22487006853399e-07,"6","WBP11"
"IGFBP61",1.00855845333618e-11,0.457320094665036,0.61,0.438,2.1129299597393e-07,"6","IGFBP6"
"PHF3",1.0799942071321e-11,0.436041228095938,0.531,0.361,2.26258786394175e-07,"6","PHF3"
"PCF11",2.38560162610541e-11,0.504248043854311,0.577,0.439,4.99783540669083e-07,"6","PCF11"
"CCNL1",4.48225329989354e-11,0.475045269135315,0.643,0.499,9.39032066327696e-07,"6","CCNL1"
"HBP1",5.17342829916516e-11,0.397837241388064,0.544,0.39,1.0838332286751e-06,"6","HBP1"
"COPS2",7.09738816934101e-11,0.438133509973332,0.556,0.396,1.48690282147694e-06,"6","COPS2"
"SMARCC1",8.27584767558226e-11,0.481287419061671,0.51,0.363,1.73379008803448e-06,"6","SMARCC1"
"POLR1D",2.08844190968803e-10,0.415046130000543,0.564,0.416,4.37528580079642e-06,"6","POLR1D"
"WDR45B",2.42799951863476e-10,0.475004014227664,0.622,0.506,5.08665899153983e-06,"6","WDR45B"
"GFPT21",2.68079587158193e-10,0.34469351827957,0.593,0.428,5.61626735096414e-06,"6","GFPT2"
"BTG3",3.35430093956709e-10,0.446893355556619,0.577,0.449,7.02726046839306e-06,"6","BTG3"
"EIF4EBP1",4.52288387065542e-10,0.366886071643511,0.552,0.391,9.47544170902311e-06,"6","EIF4EBP1"
"SLC25A36",9.5846765303122e-10,0.428571333536832,0.598,0.469,2.00798973310041e-05,"6","SLC25A36"
"BAG1",1.63734682423888e-09,0.376695227532281,0.544,0.392,3.43024159678045e-05,"6","BAG1"
"PPP4R2",2.07099641383658e-09,0.435660001064733,0.527,0.41,4.33873748698764e-05,"6","PPP4R2"
"AGFG1",2.1355997232282e-09,0.381402722131883,0.506,0.368,4.47408142016308e-05,"6","AGFG1"
"NTRK23",2.58040810435963e-09,0.255997408487546,0.805,0.631,5.40595497863342e-05,"6","NTRK2"
"ENPP4",3.70042413007941e-09,0.387833197699765,0.589,0.467,7.75238855251636e-05,"6","ENPP4"
"DAPK3",3.81916410481724e-09,0.393188657188564,0.56,0.435,8.00114879959212e-05,"6","DAPK3"
"STX4",5.24145205708314e-09,0.386654023662927,0.548,0.413,0.000109808420595892,"6","STX4"
"MT-ND4L3",9.22808601275785e-09,0.290717035552173,0.846,0.724,0.000193328401967277,"6","MT-ND4L"
"CNN2",1.29266760188944e-08,0.323685834416734,0.535,0.383,0.000270813862595837,"6","CNN2"
"TCP1",1.36136457650399e-08,0.392287681730462,0.585,0.479,0.000285205878777585,"6","TCP1"
"CPEB4",1.50837368751992e-08,0.382579841708896,0.568,0.443,0.000316004287535423,"6","CPEB4"
"PHF1",1.70279408438386e-08,0.338568304505706,0.631,0.511,0.000356735360678418,"6","PHF1"
"INSIG21",4.28596469565933e-08,0.336003590180319,0.556,0.417,0.000897909603740629,"6","INSIG2"
"FOXO3",5.06913616754931e-08,0.327022500705611,0.531,0.396,0.00106198402710158,"6","FOXO3"
"TF3",5.2979537121749e-08,0.269225713717414,0.68,0.527,0.00110992130270064,"6","TF"
"GBP2",5.73930562296959e-08,0.41400773927213,0.502,0.393,0.00120238452801213,"6","GBP2"
"BCL2L1",8.27137509169944e-08,0.344628306831338,0.618,0.516,0.00173285308171103,"6","BCL2L1"
"TNFRSF141",1.11674068611461e-07,0.33823080686054,0.51,0.383,0.0023395717374101,"6","TNFRSF14"
"BOD1L1",1.46387476101914e-07,0.356647669814889,0.51,0.399,0.00306681762433509,"6","BOD1L1"
"RBBP61",6.40373579502441e-07,0.37449994966506,0.502,0.399,0.0134158264905761,"6","RBBP6"
"ARSJ1",2.86052757027381e-06,0.290350317792913,0.544,0.436,0.0599280525972363,"6","ARSJ"
"SYNPO",1.01701745923455e-05,0.254773926896085,0.577,0.469,0.213065157709639,"6","SYNPO"
"KLHL211",2.05474603514447e-05,0.265820222473903,0.519,0.415,0.430469294362767,"6","KLHL21"
"APOD1",9.77555925014169e-90,1.44181093560056,1,0.675,2.04797966290468e-85,"7","APOD"
"IGKC1",7.03986056122205e-51,1.17231250682674,0.54,0.182,1.47485078757602e-46,"7","IGKC"
"DCN1",2.69649348308219e-48,0.756113102181361,0.996,0.691,5.6491538470572e-44,"7","DCN"
"IGFBP41",6.66496434141197e-43,0.604912329135342,0.929,0.471,1.39631002952581e-38,"7","IGFBP4"
"COL1A11",9.43336593830807e-43,0.589992451528785,0.983,0.61,1.97629016407554e-38,"7","COL1A1"
"VWF1",2.1770867131116e-41,0.611109384965195,0.992,0.667,4.5609966639688e-37,"7","VWF"
"COL3A11",1.62016940671605e-35,0.387249908715613,0.996,0.644,3.39425490707012e-31,"7","COL3A1"
"ENG1",2.140794714213e-35,0.597621538073611,0.958,0.575,4.48496492627623e-31,"7","ENG"
"COL1A21",2.52877359624298e-35,0.439201237839007,1,0.736,5.29778068412905e-31,"7","COL1A2"
"COL18A11",2.833817955204e-35,0.5202698288613,1,0.777,5.93684861615238e-31,"7","COL18A1"
"BGN1",9.96938170186809e-35,0.467047166733964,0.946,0.513,2.08858546654136e-30,"7","BGN"
"HSPG21",3.564590986027e-33,0.535586897919969,0.916,0.523,7.46781811572656e-29,"7","HSPG2"
"C1QA2",1.12067626518637e-32,0.663485196615435,1,0.846,2.34781677556545e-28,"7","C1QA"
"CLDN52",3.1675911523001e-31,0.719585811203717,0.728,0.401,6.63610346406871e-27,"7","CLDN5"
"MYL91",1.99743215483434e-30,0.56789695999469,0.992,0.779,4.18462036437795e-26,"7","MYL9"
"PRELP1",3.26792640579382e-30,0.649433253435188,0.556,0.264,6.84630582013804e-26,"7","PRELP"
"TAGLN1",2.57228443859133e-29,0.461418127531469,0.987,0.738,5.38893589884883e-25,"7","TAGLN"
"ISLR1",2.30009684853686e-28,0.850279194951051,0.636,0.385,4.81870289768473e-24,"7","ISLR"
"THY12",2.27858607937113e-25,0.298483861647854,0.925,0.551,4.77363783628251e-21,"7","THY1"
"IGFBP31",1.07973859513367e-22,0.305221179889961,0.833,0.503,2.26205235680504e-18,"7","IGFBP3"
"AEBP1",6.27236988282034e-22,0.558810804669342,0.996,0.883,1.31406149045086e-17,"7","AEBP1"
"VWA11",2.24422952117084e-21,0.540919017627125,0.992,0.858,4.7016608468529e-17,"7","VWA1"
"MTRNR2L121",2.71202101027763e-21,0.530777427753115,1,0.887,5.68168401653164e-17,"7","MTRNR2L12"
"MXRA81",3.10991363576696e-21,0.609806470194717,0.975,0.836,6.51526906693179e-17,"7","MXRA8"
"ID31",7.18276120503882e-20,0.329028505794079,0.841,0.481,1.50478847245563e-15,"7","ID3"
"HLA-DRB11",2.63095553353218e-18,0.505471813660395,0.996,0.873,5.51185184274991e-14,"7","HLA-DRB1"
"MFGE81",3.00362787046926e-18,0.498307948082554,0.979,0.732,6.29260038863311e-14,"7","MFGE8"
"CD141",5.42708210434571e-18,0.454861617309011,0.925,0.643,1.13697370086043e-13,"7","CD14"
"CSF1R1",1.11940165185906e-16,0.447132975571316,0.753,0.51,2.34514646064474e-12,"7","CSF1R"
"PDGFRB1",1.18162510599399e-16,0.302270404099313,0.799,0.498,2.47550459705741e-12,"7","PDGFRB"
"HLA-DPB11",3.61679487853719e-16,0.40869910982956,0.929,0.613,7.57718527053542e-12,"7","HLA-DPB1"
"IFI273",5.57743704355823e-16,0.394847048092117,0.996,0.845,1.16847306062545e-11,"7","IFI27"
"ISG152",7.09631811966603e-16,0.280778139890967,0.925,0.607,1.48667864607003e-11,"7","ISG15"
"PLVAP1",2.82029738761685e-15,0.336742832492663,0.623,0.391,5.90852302705729e-11,"7","PLVAP"
"RNASE11",2.54332435800165e-14,0.334609122294023,0.941,0.641,5.32826453001346e-10,"7","RNASE1"
"LY6E2",3.71195181886457e-13,0.442171960393335,0.816,0.588,7.77653906052127e-09,"7","LY6E"
"C32",7.09943058886424e-13,0.326628431530331,0.996,0.847,1.48733070836706e-08,"7","C3"
"MBD31",3.65593667246588e-12,0.399022405400426,0.757,0.565,7.65918732881603e-08,"7","MBD3"
"HLA-DPA11",1.47171991078491e-11,0.32650619814812,0.996,0.889,3.08325321309438e-07,"7","HLA-DPA1"
"HLA-DMA1",2.25349317372726e-11,0.480282661472484,0.665,0.501,4.72106819895862e-07,"7","HLA-DMA"
"MAN1B11",1.79264472334539e-10,0.36236695010242,0.795,0.597,3.7555906954086e-06,"7","MAN1B1"
"QSOX11",2.24584153907927e-10,0.387134168854974,0.791,0.583,4.70503802437107e-06,"7","QSOX1"
"AXL1",2.25498880221375e-10,0.354485374097677,0.82,0.605,4.72420154063781e-06,"7","AXL"
"EMILIN11",5.4790878394384e-10,0.389536713637316,0.987,0.83,1.14786890236235e-05,"7","EMILIN1"
"NPDC11",6.20158810168897e-10,0.32951006435796,0.946,0.674,1.29923270730384e-05,"7","NPDC1"
"NBL11",7.88787105620501e-10,0.493016967179034,0.59,0.476,1.65250898627495e-05,"7","NBL1"
"CYBC11",8.70041739473266e-10,0.348414839718856,0.774,0.584,1.82273744419649e-05,"7","CYBC1"
"INAFM11",8.95586842989023e-10,0.316014739173852,0.854,0.628,1.876254436062e-05,"7","INAFM1"
"SERPINF12",1.03888350684211e-09,0.305275841587662,0.841,0.585,2.17646094683422e-05,"7","SERPINF1"
"CRIP21",1.18010385505684e-09,0.328936331305943,0.979,0.804,2.47231757634408e-05,"7","CRIP2"
"TYROBP1",1.29510424198232e-09,0.323370039666984,0.916,0.667,2.71324338695295e-05,"7","TYROBP"
"APC22",1.4955584466064e-09,0.261695185692671,0.883,0.608,3.13319494564041e-05,"7","APC2"
"NAA101",1.708710453246e-09,0.345270446094507,0.929,0.704,3.57974839955037e-05,"7","NAA10"
"AGRN1",1.92424441642887e-09,0.314228400921486,0.921,0.666,4.03129205241848e-05,"7","AGRN"
"LAPTM51",2.82022530559288e-09,0.377847286539514,0.983,0.806,5.90837201521709e-05,"7","LAPTM5"
"EVA1B1",2.99785268283e-09,0.314092983702453,0.732,0.55,6.28050137052886e-05,"7","EVA1B"
"WASHC11",3.96492178088752e-09,0.312528232829557,0.883,0.651,8.30651113095936e-05,"7","WASHC1"
"C1QC2",4.50408559325158e-09,0.360963359443274,0.979,0.789,9.43605931786206e-05,"7","C1QC"
"DHX30",6.09564319916217e-09,0.305085994629655,0.862,0.666,0.000127703725022447,"7","DHX30"
"NAXE1",6.32429551036946e-09,0.350619515641993,0.778,0.598,0.00013249399094224,"7","NAXE"
"RGS51",8.03985455664898e-09,0.277686530970118,0.54,0.392,0.000168434952961796,"7","RGS5"
"LMNA1",1.23644229060708e-08,0.296149600008781,0.795,0.589,0.000259034659882183,"7","LMNA"
"FAM234A",1.29500163643899e-08,0.333842983921007,0.766,0.585,0.000271302842833968,"7","FAM234A"
"SCAND11",1.33985307085369e-08,0.389589358297229,0.979,0.788,0.000280699218343848,"7","SCAND1"
"CYHR1",2.33148377841748e-08,0.321470392788791,0.933,0.701,0.000488445851578462,"7","CYHR1"
"MICALL21",2.35223339386692e-08,0.299922052045135,0.925,0.702,0.00049279289601512,"7","MICALL2"
"LAMA2",2.67226394123979e-08,0.27495197211627,0.778,0.587,0.000559839295689736,"7","LAMA2"
"PLEC1",3.55649005064834e-08,0.333926239373173,0.975,0.818,0.000745084665610827,"7","PLEC"
"PTPA1",4.49275729826637e-08,0.282696954775531,0.787,0.578,0.000941232653986806,"7","PTPA"
"G6PC3",5.5375645974041e-08,0.291321673183334,0.941,0.706,0.00116011978315616,"7","G6PC3"
"COL9A32",5.70345617343466e-08,0.261037604918331,0.904,0.645,0.00119487406833456,"7","COL9A3"
"SLC38A101",9.06910625318211e-08,0.312888093852429,0.711,0.555,0.00189997776004165,"7","SLC38A10"
"NAGLU2",9.33398947516674e-08,0.273731170066851,0.849,0.627,0.00195547079504743,"7","NAGLU"
"EHD2",9.38874991893177e-08,0.291583686770192,0.854,0.636,0.00196694310801621,"7","EHD2"
"KCNF11",1.06660018388657e-07,0.321975768009095,0.9,0.68,0.00223452738524236,"7","KCNF1"
"B3GAT31",1.09741189335249e-07,0.315032743073144,0.866,0.649,0.00229907791657348,"7","B3GAT3"
"CLCN71",1.12963910791033e-07,0.321743874730841,0.799,0.609,0.00236659393107214,"7","CLCN7"
"AHNAK1",1.16931597737546e-07,0.296740383950767,0.958,0.751,0.00244971697260159,"7","AHNAK"
"CFH1",1.5339942472722e-07,0.303332848672623,0.636,0.491,0.00321371794803525,"7","CFH"
"ATP6V0D1",1.8039497784783e-07,0.284126192845363,0.833,0.624,0.00377927478591203,"7","ATP6V0D1"
"PRRC2A1",1.87714288323015e-07,0.286408319564711,0.841,0.634,0.00393261434036716,"7","PRRC2A"
"MGAT11",2.73458665878671e-07,0.298280069535848,0.895,0.665,0.00572895905015815,"7","MGAT1"
"NECTIN21",2.87487854359776e-07,0.293821477234093,0.803,0.612,0.00602287054883732,"7","NECTIN2"
"TMEM59L1",2.90457910128938e-07,0.281101076874998,0.971,0.809,0.00608509321720125,"7","TMEM59L"
"MBOAT7",3.42394664683404e-07,0.257793094097802,0.916,0.678,0.00717316822511731,"7","MBOAT7"
"HYAL21",3.65764149327423e-07,0.260664368676915,0.745,0.568,0.00766275892840952,"7","HYAL2"
"ARL6IP4",5.72760512142567e-07,0.307762384349448,0.975,0.819,0.0119993327293868,"7","ARL6IP4"
"TIMP32",9.78085871196139e-07,0.251900560921124,0.992,0.839,0.0204908990015591,"7","TIMP3"
"SELENOM",1.21067309306395e-06,0.333541462371777,0.983,0.856,0.0253636012996897,"7","SELENOM"
"ABHD17A",2.36516008506291e-06,0.275266526892377,0.946,0.736,0.0495501037820679,"7","ABHD17A"
"CCDC85B1",2.51886532700524e-06,0.335571613694541,0.962,0.805,0.0527702286007598,"7","CCDC85B"
"ENTPD61",2.87591912148596e-06,0.250924662131572,0.803,0.63,0.0602505055951309,"7","ENTPD6"
"FCER1G",5.06203544953553e-06,0.290421976556812,0.741,0.583,0.106049642667769,"7","FCER1G"
"NDUFV1",6.16914972542427e-06,0.306746598381028,0.958,0.812,0.129243686747639,"7","NDUFV1"
"PHLDA3",6.90651807436594e-06,0.263396398816595,0.766,0.601,0.144691553657966,"7","PHLDA3"
"AP1B11",7.95595094161435e-06,0.250872764885827,0.787,0.605,0.166677172226821,"7","AP1B1"
"GPAA1",1.33230715123093e-05,0.321751316117103,0.975,0.794,0.27911834818288,"7","GPAA1"
"FAM50A",1.5661930210324e-05,0.262380245730323,0.837,0.661,0.328117437906287,"7","FAM50A"
"BCL7C",2.11795931764679e-05,0.268981305528661,0.87,0.672,0.443712477047002,"7","BCL7C"
"SSR2",3.7289437619205e-05,0.264361378285681,0.812,0.635,0.781213718122345,"7","SSR2"
"STAT2",3.82749572204054e-05,0.27216923989183,0.975,0.779,0.801860353767493,"7","STAT2"
"CHID11",4.59408032039665e-05,0.273421859047911,0.954,0.79,0.962459827123099,"7","CHID1"
"BAD",4.76746398242914e-05,0.261381136678414,0.711,0.583,0.998783704318904,"7","BAD"
"COLGALT11",6.01738960577696e-05,0.314197670595612,0.657,0.553,1,"7","COLGALT1"
"PRPF8",8.63537549994244e-05,0.277386595671365,0.962,0.829,1,"7","PRPF8"
"VPS281",0.000133209220278318,0.277242861758047,0.967,0.806,1,"7","VPS28"
"TMEM205",0.000197354775627406,0.253904936490797,0.987,0.834,1,"7","TMEM205"
"TSPO",0.000649859535391933,0.277245602823538,0.975,0.847,1,"7","TSPO"
"VPS51",0.000880899702450079,0.266355271104253,0.741,0.622,1,"7","VPS51"
"PODNL1",3.20584316997005e-101,0.940741900337008,0.667,0.135,6.71624144108725e-97,"8","PODNL1"
"ALDH1A1",1.07254351393796e-97,0.875896548521607,0.742,0.178,2.24697866170002e-93,"8","ALDH1A1"
"ADAMTS141",4.56061203324151e-80,1.00378165741017,0.782,0.246,9.55448220964097e-76,"8","ADAMTS14"
"HLA-DPA12",1.39466459627937e-70,0.969347773095769,1,0.889,2.92182232920529e-66,"8","HLA-DPA1"
"COLGALT22",1.58458322059831e-70,1.01327410606053,0.973,0.738,3.31970184715345e-66,"8","COLGALT2"
"HLA-DRB12",4.90450872013421e-69,1.00907925245293,0.996,0.874,1.02749457686812e-64,"8","HLA-DRB1"
"NNMT1",1.85164565866902e-64,1.48902574347804,0.956,0.766,3.87919765491159e-60,"8","NNMT"
"LEF1",2.56724801014518e-64,0.696697785524673,0.658,0.191,5.37838458125416e-60,"8","LEF1"
"SV2B1",1.5857013187036e-56,0.938040477379151,0.893,0.472,3.32204426268405e-52,"8","SV2B"
"HLA-DQA1",3.25585030458469e-54,0.691556198462573,0.671,0.221,6.82100638810492e-50,"8","HLA-DQA1"
"HLA-DMB1",8.58597581439886e-52,0.695643404985907,0.8,0.323,1.79876193311656e-47,"8","HLA-DMB"
"LAMB3",4.69433902844344e-50,0.61548318046732,0.636,0.213,9.83464026458902e-46,"8","LAMB3"
"APOC21",5.02859665619505e-50,0.820353050267003,0.862,0.435,1.05349099947286e-45,"8","APOC2"
"HLA-DQB11",1.96075061228711e-48,0.776480551693451,0.858,0.415,4.10777253274149e-44,"8","HLA-DQB1"
"IGKC2",1.55923914580229e-46,1.09887820429415,0.587,0.181,3.2666060104558e-42,"8","IGKC"
"SELPLG",1.91356206822828e-45,0.518563534857529,0.658,0.23,4.00891253293825e-41,"8","SELPLG"
"HLA-DPB12",1.31708900635238e-44,0.836118803252383,0.929,0.614,2.75930146830824e-40,"8","HLA-DPB1"
"CFB1",6.00301926109359e-44,0.675150119373743,0.804,0.374,1.25763253519911e-39,"8","CFB"
"CSF1R2",1.29173799166781e-43,0.717392202598335,0.924,0.499,2.70619109254406e-39,"8","CSF1R"
"PLD4",3.71896593178261e-42,0.461577589783875,0.529,0.159,7.79123362708458e-38,"8","PLD4"
"NME3",2.80947903899644e-40,0.628023467525043,1,0.884,5.88585858669755e-36,"8","NME3"
"EPHA31",1.0000797188653e-39,0.618758981543767,0.724,0.32,2.09516701102281e-35,"8","EPHA3"
"LPL2",1.53539891559339e-39,0.826842261329873,0.956,0.805,3.21666072816815e-35,"8","LPL"
"LUM1",2.23730972266811e-39,0.689391204369079,0.76,0.327,4.68716386898969e-35,"8","LUM"
"UNC5D1",5.83364268482924e-39,0.741550797846782,0.871,0.544,1.22214814247172e-34,"8","UNC5D"
"NT5DC3",1.2922085484827e-38,0.511844548145871,0.613,0.23,2.70717690907127e-34,"8","NT5DC3"
"TREM21",9.60427141472385e-38,0.68150063336446,0.787,0.403,2.01209486138465e-33,"8","TREM2"
"SLC25A181",2.09439579650706e-37,0.608350954040222,0.729,0.342,4.3877591936823e-33,"8","SLC25A18"
"HLA-DMA2",5.11794254156622e-37,0.670262396011691,0.827,0.491,1.07220896245812e-32,"8","HLA-DMA"
"SLC10A41",5.36608792751668e-37,0.644148327996015,0.991,0.848,1.12419542081474e-32,"8","SLC10A4"
"NRXN31",6.96651286858679e-37,0.591297638950034,0.8,0.378,1.45948444596893e-32,"8","NRXN3"
"HLA-DOA",5.81583012826328e-36,0.47842005806328,0.538,0.192,1.21841641187116e-31,"8","HLA-DOA"
"SLN2",2.04267688522722e-35,0.817291061272222,0.987,0.78,4.27940807455103e-31,"8","SLN"
"CX3CR1",6.61532574381641e-35,0.510510832642544,0.609,0.242,1.38591074332954e-30,"8","CX3CR1"
"GPR34",9.3226167780368e-35,0.464949537187355,0.52,0.181,1.95308821499871e-30,"8","GPR34"
"BAALC-AS21",3.23300804363037e-33,0.525783926683245,0.64,0.27,6.77315185140563e-29,"8","BAALC-AS2"
"ITGA7",1.55562306096889e-32,0.581209272504745,0.951,0.823,3.25903031272982e-28,"8","ITGA7"
"POU3F41",2.07308945667132e-32,0.421275671490064,0.578,0.217,4.34312241172641e-28,"8","POU3F4"
"OXTR1",3.67264487174448e-31,0.930087489632676,0.804,0.62,7.69419100630468e-27,"8","OXTR"
"XIST2",9.76055494925713e-31,0.622087966474507,0.951,0.79,2.04483626186937e-26,"8","XIST"
"C33",1.94283113219007e-30,0.584731848763643,0.982,0.849,4.0702312219382e-26,"8","C3"
"LYZ1",2.43353347240172e-30,0.569097414153674,0.676,0.319,5.09825262468161e-26,"8","LYZ"
"B3GAT32",9.6424615010733e-30,0.577591504819676,0.893,0.648,2.02009568447486e-25,"8","B3GAT3"
"ITGB21",1.89455018776273e-29,0.588935057641693,0.858,0.532,3.96908264336291e-25,"8","ITGB2"
"GSAP",1.9232349760051e-29,0.417514321756592,0.6,0.248,4.02917727473069e-25,"8","GSAP"
"PRICKLE11",5.26460765094366e-29,0.440187185883126,0.604,0.259,1.1029353028727e-24,"8","PRICKLE1"
"MS4A7",2.72053577857469e-28,0.366960268028247,0.511,0.19,5.69952245611398e-24,"8","MS4A7"
"MOXD1",3.3073665652302e-27,0.48671466881819,0.582,0.254,6.92893295415726e-23,"8","MOXD1"
"TYROBP2",5.40238332022422e-27,0.521949592259299,0.92,0.668,1.13179930558697e-22,"8","TYROBP"
"TCN21",1.10584920641213e-26,0.584321053284384,0.813,0.496,2.31675408743341e-22,"8","TCN2"
"COL3A12",1.76633256899222e-26,0.45834630274309,0.933,0.649,3.70046673203869e-22,"8","COL3A1"
"PLXNA11",2.01159707484743e-26,0.566605472489538,0.933,0.703,4.21429587180537e-22,"8","PLXNA1"
"RDH5",2.0518135025487e-26,0.40851172951737,0.542,0.229,4.29854928783952e-22,"8","RDH5"
"CCDC9B",6.31022889009747e-26,0.393051635728044,0.524,0.218,1.32199295247542e-21,"8","CCDC9B"
"C1QA3",7.36851148232708e-26,0.553344240697732,0.982,0.848,1.54370315554752e-21,"8","C1QA"
"SERPINF13",7.9762892295334e-26,0.520228970058703,0.902,0.582,1.67103259358725e-21,"8","SERPINF1"
"CHRD1",1.09258636833768e-25,0.482348773351404,0.68,0.346,2.28896844166744e-21,"8","CHRD"
"HS6ST11",1.46465081677714e-25,0.506476075450851,0.947,0.738,3.06844346114812e-21,"8","HS6ST1"
"ENGASE",2.01043852346706e-25,0.379684815290527,0.524,0.218,4.21186870666348e-21,"8","ENGASE"
"CC2D1A",2.26653328411351e-25,0.420006231027522,0.644,0.306,4.7483872302178e-21,"8","CC2D1A"
"GBA2",2.4562987238367e-25,0.563170385307708,0.818,0.529,5.14594582643788e-21,"8","GBA"
"SORL11",4.49388668161126e-25,0.509144681294277,0.951,0.811,9.4146925979756e-21,"8","SORL1"
"NPB1",7.08329307086846e-25,0.367858166689094,0.52,0.215,1.48394989834694e-20,"8","NPB"
"ZNF4361",1.48560182322937e-24,0.461433365727014,0.991,0.818,3.11233581966553e-20,"8","ZNF436"
"EEF2K1",1.5958445695803e-24,0.456873634079463,0.729,0.385,3.34329437327074e-20,"8","EEF2K"
"PPP1R9A1",2.03964506771597e-24,0.471505697056998,0.707,0.37,4.27305641686496e-20,"8","PPP1R9A"
"LAIR1",2.19175960981023e-24,0.380080449846227,0.547,0.236,4.59173638255243e-20,"8","LAIR1"
"CPD",2.28139781764624e-24,0.507504464913702,0.813,0.485,4.77952842796888e-20,"8","CPD"
"CFI1",3.8566145676835e-24,0.527924944921027,0.911,0.721,8.07960751929694e-20,"8","CFI"
"GPAA11",4.00576842391061e-24,0.47909498746977,0.982,0.795,8.39208484809273e-20,"8","GPAA1"
"NECTIN31",4.50811447026371e-24,0.531839137206944,0.827,0.523,9.44449981520248e-20,"8","NECTIN3"
"CTSZ",4.72888110423717e-24,0.51710694594869,0.876,0.644,9.90700591337688e-20,"8","CTSZ"
"CYBC12",5.58006298996166e-24,0.497499041317634,0.836,0.581,1.16902319639697e-19,"8","CYBC1"
"PLXDC21",5.97819688783799e-24,0.446441375860214,0.738,0.389,1.25243224800206e-19,"8","PLXDC2"
"HS2ST11",1.21862609253606e-23,0.457749077291285,0.893,0.613,2.55302166386305e-19,"8","HS2ST1"
"TMEM150A",2.64680579820057e-23,0.397453893033107,0.533,0.236,5.5450581472302e-19,"8","TMEM150A"
"STAT21",6.18389283637539e-23,0.485432935160321,0.951,0.782,1.29552554922064e-18,"8","STAT2"
"CACNB2",1.19931305901137e-22,0.437560986639313,0.667,0.346,2.51256085862881e-18,"8","CACNB2"
"ABCC3",1.23510602758787e-22,0.545551369061666,0.884,0.651,2.58754712779659e-18,"8","ABCC3"
"TMEM2081",2.12361154989006e-22,0.463440963619442,0.893,0.638,4.44896619701967e-18,"8","TMEM208"
"LILRB4",3.0785889445788e-22,0.335099242804477,0.529,0.227,6.44964383889259e-18,"8","LILRB4"
"LIPA1",3.73602345504218e-22,0.500212383861112,0.853,0.621,7.82696913831337e-18,"8","LIPA"
"ABHD12",4.67217472022394e-22,0.460414503072552,0.942,0.755,9.78820603886916e-18,"8","ABHD12"
"SLCO2B12",4.70930625348296e-22,0.428908503885845,0.724,0.379,9.86599660104679e-18,"8","SLCO2B1"
"OGFOD31",5.43438839689821e-22,0.449062571069616,0.64,0.335,1.13850436915018e-17,"8","OGFOD3"
"P3H3",5.64681045585514e-22,0.390232572498873,0.551,0.257,1.18300679050165e-17,"8","P3H3"
"ANGPT1",6.98848729481054e-22,0.343010985876456,0.52,0.228,1.46408808826281e-17,"8","ANGPT1"
"PADI2",7.80198472980777e-22,0.413549036396315,0.529,0.243,1.63451580089473e-17,"8","PADI2"
"MS4A6A1",9.75097066486472e-22,0.449266826937812,0.618,0.31,2.04282835428916e-17,"8","MS4A6A"
"CHPF2",9.9657713327928e-22,0.441619319060305,0.747,0.42,2.08782909422009e-17,"8","CHPF2"
"PRAF2",2.28887286310434e-21,0.453522512812252,0.92,0.703,4.7951886482036e-17,"8","PRAF2"
"ARHGAP41",2.3741851657843e-21,0.374846152879183,0.524,0.239,4.97391792231811e-17,"8","ARHGAP4"
"POLD41",2.75972688128569e-21,0.42966376388151,0.929,0.693,5.78162781629352e-17,"8","POLD4"
