"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TRAC",1.64002905065331e-120,1.61011381959739,0.973,0.59,2.61519032417176e-116,"0","TRAC"
"CCL5",9.56038822547094e-120,1.47147103680871,0.977,0.589,1.5244995064336e-115,"0","CCL5"
"TRBC2",8.5732106880215e-119,1.58658477887627,0.993,0.63,1.36708417631191e-114,"0","TRBC2"
"TRBC1",5.90660220299684e-108,1.45350518282643,0.93,0.463,9.41866787289877e-104,"0","TRBC1"
"LTB",3.69785523501026e-104,1.56640452774046,0.873,0.361,5.89659995774735e-100,"0","LTB"
"CD3D",2.06236670119587e-103,1.23554172266732,0.89,0.353,3.28864994172693e-99,"0","CD3D"
"IL7R",4.88534166871116e-103,1.37468226197613,0.937,0.491,7.79016582492681e-99,"0","IL7R"
"CORO1A",2.27631438690606e-100,1.23599816323114,0.983,0.692,3.62981092136041e-96,"0","CORO1A"
"CXCR4",4.06740666073065e-96,1.17199985812153,0.997,0.871,6.48588666120109e-92,"0","CXCR4"
"MS4A1",1.44558668579745e-94,0.868011096787293,0.513,0.088,2.30513252917262e-90,"0","MS4A1"
"SELL",1.87658636079294e-92,1.08388230104321,0.767,0.253,2.99240461092043e-88,"0","SELL"
"PTPRC",1.02107696754677e-91,1.20659664669588,0.99,0.755,1.62820933245008e-87,"0","PTPRC"
"IKZF1",6.79422237562622e-90,1.19282995155124,0.95,0.579,1.08340670001736e-85,"0","IKZF1"
"CD37",1.73298356413985e-88,1.266877398034,0.95,0.592,2.7634155913774e-84,"0","CD37"
"RAC2",1.42275164210678e-85,1.12328732478889,0.873,0.399,2.26871976850347e-81,"0","RAC2"
"CCR7",2.02100473971643e-84,1.03640274004819,0.623,0.165,3.22269415795183e-80,"0","CCR7"
"CD3E",1.04602057668603e-82,0.999707207824492,0.73,0.241,1.66798441158355e-78,"0","CD3E"
"RIPOR2",2.82612848778349e-81,0.870924704290578,0.647,0.184,4.50654448661956e-77,"0","RIPOR2"
"IRF8",4.76217159498567e-81,1.10691803449053,0.9,0.443,7.59375882536415e-77,"0","IRF8"
"LIMD2",2.04355629995139e-80,1.04140765065059,0.927,0.596,3.25865487590248e-76,"0","LIMD2"
"HLA-F",2.04212801953996e-78,1.04289949283478,0.993,0.754,3.25637733995841e-74,"0","HLA-F"
"DUSP2",2.63208621994316e-77,0.776351128499582,0.64,0.181,4.19712468632136e-73,"0","DUSP2"
"EVL",4.82833811490721e-77,1.0218800590234,0.977,0.713,7.69926795803104e-73,"0","EVL"
"ACAP1",1.65631539150177e-76,0.990014062595622,0.807,0.339,2.64116052328872e-72,"0","ACAP1"
"CCL19",5.39852281244111e-76,1.77369432270941,0.903,0.515,8.6084844767186e-72,"0","CCL19"
"ETS1",3.66918423328289e-75,1.05226963621075,0.957,0.646,5.85088117839289e-71,"0","ETS1"
"IL2RG",4.86908583875235e-75,1.07360587413467,0.797,0.349,7.7642442784745e-71,"0","IL2RG"
"HLA-DPA1",1.00753944295842e-72,0.919794869731974,1,0.868,1.6066223957415e-68,"0","HLA-DPA1"
"HLA-DPB1",1.89383385363459e-72,0.957583872833873,1,0.862,3.01990746300571e-68,"0","HLA-DPB1"
"JAK3",5.02328333323456e-72,0.94697089429066,0.833,0.39,8.01012760317583e-68,"0","JAK3"
"IDO1",1.2011044910169e-71,1.1152414015212,0.653,0.218,1.91528122137554e-67,"0","IDO1"
"AKNA",2.74824278111463e-71,1.00318110601168,0.953,0.709,4.38234793876539e-67,"0","AKNA"
"CLEC2D",4.81529015970025e-71,0.995382872015487,0.89,0.532,7.67846168865801e-67,"0","CLEC2D"
"WIPF1",1.02612754070717e-70,0.94123549673602,0.99,0.787,1.63626297641166e-66,"0","WIPF1"
"RHOF",1.09007521933589e-70,0.848572418186431,0.707,0.255,1.73823394475301e-66,"0","RHOF"
"LCP1",1.24879583666141e-70,0.983486594977734,0.963,0.65,1.99132984114028e-66,"0","LCP1"
"CD96",1.55250083521869e-69,0.792097247959274,0.693,0.238,2.47561783183972e-65,"0","CD96"
"CD8A",7.36510547481312e-69,0.764862458560626,0.59,0.171,1.1744397190137e-64,"0","CD8A"
"LSP1",2.07796024764292e-68,0.936152443741883,0.993,0.79,3.3135154108914e-64,"0","LSP1"
"CYTIP",2.84970408945939e-68,0.95204959562542,0.883,0.456,4.54413814105194e-64,"0","CYTIP"
"CCR4",7.60455537741773e-68,0.687725203316679,0.527,0.13,1.21262240048303e-63,"0","CCR4"
"ARHGAP45",1.33744923525617e-67,1.00653279402686,0.873,0.48,2.13269655053948e-63,"0","ARHGAP45"
"SEPTIN1",1.48108389340178e-67,0.86818189315152,0.683,0.239,2.36173637641848e-63,"0","SEPTIN1"
"LCK",1.57808783330355e-67,0.790647299683598,0.633,0.203,2.51641885898584e-63,"0","LCK"
"IL2RB",2.23276893665058e-67,0.803903716560567,0.707,0.26,3.56037334638301e-63,"0","IL2RB"
"BIRC3",5.58445407720345e-67,1.17959181293126,0.88,0.541,8.90497047150862e-63,"0","BIRC3"
"CD52",5.8988759595825e-67,0.925544796708808,0.887,0.48,9.40634760515026e-63,"0","CD52"
"TRIM22",4.74178492566092e-66,0.878028915477386,0.993,0.833,7.56125024245891e-62,"0","TRIM22"
"RASGRP2",5.49302540974225e-66,0.72501238956009,0.593,0.175,8.75917831837499e-62,"0","RASGRP2"
"GBP5",2.23872597017154e-65,1.0023220245887,0.87,0.515,3.56987243203554e-61,"0","GBP5"
"TRAJ31",3.56273649524766e-65,0.6440654873866,0.553,0.149,5.68113961532191e-61,"0","TRAJ31"
"TMC8",3.80070406014976e-65,0.933423930702441,0.787,0.346,6.06060269431481e-61,"0","TMC8"
"TRAJ5",7.02316211974042e-65,0.728483422404894,0.62,0.193,1.11991343161381e-60,"0","TRAJ5"
"CD3G",1.11175930963357e-64,0.665435236188214,0.587,0.169,1.77281139514169e-60,"0","CD3G"
"COTL1",1.31228550661964e-63,0.892531636346239,0.983,0.838,2.09257046885568e-59,"0","COTL1"
"MAP4K1",1.43456730837763e-63,0.761418503929548,0.657,0.229,2.28756102993896e-59,"0","MAP4K1"
"TIGIT",1.78610354264602e-63,0.88285810856743,0.677,0.247,2.84812070910334e-59,"0","TIGIT"
"LAMP3",6.84765440668132e-63,1.12087860388041,0.663,0.254,1.0919269716894e-58,"0","LAMP3"
"TRAJ16",1.05257444569386e-62,0.699608767654911,0.58,0.174,1.67843521110343e-58,"0","TRAJ16"
"KLRG1",1.83082977489847e-62,0.743799237211168,0.667,0.237,2.9194411590531e-58,"0","KLRG1"
"CIITA",2.18284910647796e-62,0.881217666669815,0.957,0.723,3.48077118518976e-58,"0","CIITA"
"NKG7",4.99986639244181e-62,0.66471206956487,0.59,0.18,7.97278694938771e-58,"0","NKG7"
"MPEG1",6.57917744197873e-62,0.975332433499814,0.953,0.636,1.04911563489793e-57,"0","MPEG1"
"TBC1D10C",7.82373329667712e-62,0.741212528189005,0.66,0.232,1.24757251148813e-57,"0","TBC1D10C"
"ITGA4",1.96287711928277e-61,0.881292664123598,0.82,0.426,3.13000385440831e-57,"0","ITGA4"
"TRAJ36",2.08943094230202e-61,0.684805929118404,0.567,0.17,3.3318065805948e-57,"0","TRAJ36"
"ITK",2.73912709160378e-61,0.635965096734647,0.547,0.155,4.36781206027138e-57,"0","ITK"
"LGALS2",4.69171677344371e-61,0.787270549233531,0.617,0.211,7.48141156693334e-57,"0","LGALS2"
"GZMA",6.21943040451832e-61,0.631192210732776,0.57,0.166,9.91750372304492e-57,"0","GZMA"
"GIMAP5",1.522682377462e-60,0.87668850133491,0.767,0.348,2.42806931910091e-56,"0","GIMAP5"
"CD53",2.68376594433228e-60,0.871645032393185,0.97,0.693,4.27953317483225e-56,"0","CD53"
"CDC42SE2",2.85864427780777e-60,0.853302633143256,0.953,0.774,4.55839416539227e-56,"0","CDC42SE2"
"PPP1R18",6.82154357322564e-60,0.79954310640148,0.963,0.743,1.08776333818656e-55,"0","PPP1R18"
"TCF7",1.05410039591509e-59,0.928587775713227,0.63,0.242,1.6808684913262e-55,"0","TCF7"
"CXCL9",1.93585424225245e-59,1.72059418819,0.813,0.464,3.08691317469576e-55,"0","CXCL9"
"GPR174",1.03244792902928e-58,0.600683154422466,0.507,0.136,1.64634146763009e-54,"0","GPR174"
"TRAJ10",1.0822204165613e-58,0.662223285467724,0.553,0.165,1.72570867624865e-54,"0","TRAJ10"
"ZC3H12D",2.27338505819314e-58,0.701101351912502,0.603,0.201,3.62513981379479e-54,"0","ZC3H12D"
"CD69",4.74663537854853e-58,0.76573489828351,0.63,0.225,7.56898477463349e-54,"0","CD69"
"TRAJ28",2.70071728281502e-57,0.684479689172143,0.503,0.146,4.30656377917684e-53,"0","TRAJ28"
"SLAMF6",6.42821232598838e-57,0.60163301605144,0.553,0.163,1.02504273750211e-52,"0","SLAMF6"
"WDFY4",7.03568127440788e-56,0.927538023648899,0.787,0.398,1.12190973601708e-51,"0","WDFY4"
"SMCHD1",8.45503020062882e-56,0.8041219823175,0.977,0.848,1.34823911579227e-51,"0","SMCHD1"
"CST7",8.47996990907997e-56,0.69270754770055,0.607,0.213,1.35221600170189e-51,"0","CST7"
"TRAJ17",1.5267140282631e-55,0.677897431992295,0.557,0.174,2.43449818946834e-51,"0","TRAJ17"
"TRAJ39",2.31783855981964e-55,0.655152782636968,0.563,0.175,3.6960253674884e-51,"0","TRAJ39"
"SYNE1",3.27195435246758e-55,0.715095202378233,0.657,0.256,5.2174584104448e-51,"0","SYNE1"
"CD27",3.86454786182486e-55,0.673834224284902,0.593,0.198,6.16240802046593e-51,"0","CD27"
"SLA2",3.97246547510677e-55,0.616802865079908,0.537,0.16,6.33449344660526e-51,"0","SLA2"
"ZAP70",4.28421457071096e-55,0.659820931326964,0.577,0.189,6.8316085544557e-51,"0","ZAP70"
"TRAJ18",9.97658501091061e-55,0.657865903940976,0.57,0.188,1.59086624583981e-50,"0","TRAJ18"
"KLRK1",3.26486270794135e-54,0.637625644095604,0.543,0.172,5.20615007408327e-50,"0","KLRK1"
"TRAJ11",3.7982032846124e-54,0.673998576308973,0.55,0.177,6.05661495764293e-50,"0","TRAJ11"
"LYZ",7.6898039520706e-54,0.908220353641322,0.997,0.843,1.22621613819718e-49,"0","LYZ"
"CCDC88B",8.0370836015735e-54,0.723738289887372,0.71,0.307,1.28159335110691e-49,"0","CCDC88B"
"SEPTIN6",2.03385171543617e-53,0.799519284095639,0.857,0.532,3.24317994543452e-49,"0","SEPTIN6"
"NFATC2",6.59454250155232e-52,0.666679247592066,0.61,0.223,1.05156574729753e-47,"0","NFATC2"
"TRBV28",1.39358713156404e-51,0.686654496474992,0.503,0.153,2.22221403999202e-47,"0","TRBV28"
"TNFAIP3",2.16014335084884e-51,0.842158178210866,0.797,0.439,3.44456458726356e-47,"0","TNFAIP3"
"GPSM3",2.86444295226016e-51,0.75783442344273,0.847,0.44,4.56764073167405e-47,"0","GPSM3"
"FYB1",3.23773089190489e-51,0.804442194372632,0.837,0.49,5.16288568023154e-47,"0","FYB1"
"P2RY10",4.28727206245447e-51,0.600959249772873,0.51,0.158,6.8364840307899e-47,"0","P2RY10"
"ARHGAP4",8.57288904119887e-51,0.731053157712873,0.79,0.399,1.36703288650957e-46,"0","ARHGAP4"
"SNX20",9.4123919833688e-51,0.73156196470836,0.69,0.306,1.50090002566799e-46,"0","SNX20"
"SAMD3",1.37420168552503e-50,0.689352472589904,0.563,0.2,2.19130200773821e-46,"0","SAMD3"
"FGD3",4.416966826183e-50,0.561252132644029,0.61,0.216,7.04329530103142e-46,"0","FGD3"
"SKAP1",7.46710788061504e-50,0.757606108163885,0.77,0.375,1.19070502264287e-45,"0","SKAP1"
"TRAJ34",8.71003852016185e-50,0.665262010867325,0.517,0.168,1.38890274242501e-45,"0","TRAJ34"
"TRAF1",1.0819274076286e-49,0.743753170964323,0.63,0.255,1.72524144420457e-45,"0","TRAF1"
"TRAJ7",1.27120231656567e-49,0.60864224526288,0.527,0.169,2.02705921399561e-45,"0","TRAJ7"
"TNFAIP8",5.13436137690172e-49,0.760134401188996,0.647,0.279,8.18725265160748e-45,"0","TNFAIP8"
"GIMAP1",1.85722740371542e-48,0.643551507280715,0.7,0.289,2.96153481796461e-44,"0","GIMAP1"
"CYFIP2",2.15920310817242e-48,0.633492906955547,0.53,0.181,3.44306527629174e-44,"0","CYFIP2"
"MYO1G",2.25334141333197e-48,0.724894316611108,0.737,0.344,3.59317821769915e-44,"0","MYO1G"
"ATP2A3",2.52604976986098e-48,0.730105757748547,0.747,0.359,4.02803896302033e-44,"0","ATP2A3"
"MMP9",1.16319988562124e-47,0.802961524784617,0.59,0.229,1.85483853761163e-43,"0","MMP9"
"ARHGAP9",1.851690190435e-47,0.740031722032578,0.74,0.353,2.95270517766764e-43,"0","ARHGAP9"
"TRAF3IP3",1.91258936039498e-47,0.657283752500443,0.617,0.24,3.04981499408584e-43,"0","TRAF3IP3"
"CST3",2.30828115775673e-47,0.675750792177672,1,0.88,3.68078513415888e-43,"0","CST3"
"CCDC69",2.93161078515296e-47,0.692462985297835,0.777,0.382,4.67474655800492e-43,"0","CCDC69"
"RHOH",4.01344359879985e-47,0.689994831817158,0.597,0.236,6.39983716264625e-43,"0","RHOH"
"EPSTI1",4.4879830112649e-47,0.778942044674534,0.927,0.681,7.15653770976301e-43,"0","EPSTI1"
"PTPN7",5.29082626814589e-47,0.562749185344266,0.573,0.205,8.43675156718544e-43,"0","PTPN7"
"IL16",6.20489576704372e-47,0.72360475884675,0.667,0.295,9.89432679012792e-43,"0","IL16"
"CTLA4",9.57612215014595e-47,0.678975468814661,0.547,0.2,1.52700843806227e-42,"0","CTLA4"
"PTGDS",1.16307439407018e-46,1.11948902013587,0.89,0.626,1.85463842878431e-42,"0","PTGDS"
"ARHGEF1",1.49060233106783e-46,0.705809298931188,0.963,0.794,2.37691447712076e-42,"0","ARHGEF1"
"PPM1K",2.25175856049441e-46,0.663673027572307,0.643,0.264,3.59065420056438e-42,"0","PPM1K"
"RASGRP1",2.59043923127566e-46,0.537864247649539,0.53,0.177,4.13071439819216e-42,"0","RASGRP1"
"CD79A",2.83478446460588e-46,0.653615108647895,0.56,0.199,4.52034730726054e-42,"0","CD79A"
"IL10RA",2.92649593240005e-46,0.738812659164134,0.9,0.593,4.66659041380512e-42,"0","IL10RA"
"SERPINB9",3.9553369177768e-46,0.767127426567196,0.727,0.354,6.30718024908688e-42,"0","SERPINB9"
"GZMB",5.99045458759362e-46,0.736477840161147,0.61,0.246,9.55237888537678e-42,"0","GZMB"
"CXCL13",8.29140682029294e-46,1.03193155301825,0.597,0.243,1.32214773156391e-41,"0","CXCL13"
"TRAJ22",1.46339010693773e-45,0.582999691155746,0.54,0.19,2.3335218645229e-41,"0","TRAJ22"
"PARP8",1.9731760584226e-45,0.732654571073819,0.753,0.395,3.14642654276067e-41,"0","PARP8"
"TRAJ23",3.14502529886477e-45,0.628805153329461,0.553,0.202,5.01505734156976e-41,"0","TRAJ23"
"GRAP2",6.39186104863044e-45,0.578128117863266,0.503,0.169,1.01924616281461e-40,"0","GRAP2"
"PLEKHO1",6.51321543245618e-45,0.683001101439039,0.957,0.721,1.03859733285946e-40,"0","PLEKHO1"
"TUBA4A",1.61521344862279e-44,0.687679280283749,0.72,0.352,2.5756193651739e-40,"0","TUBA4A"
"LAG3",3.60484910608092e-44,0.594423249653235,0.56,0.21,5.74829238455664e-40,"0","LAG3"
"XAF1",1.58812917883223e-43,0.666667553304341,0.963,0.8,2.53243078856587e-39,"0","XAF1"
"PSTPIP1",2.02008089912236e-43,0.5114893211013,0.5,0.165,3.22122100174051e-39,"0","PSTPIP1"
"RUNX3",3.0129701029004e-43,0.654244329856276,0.603,0.252,4.80448212608498e-39,"0","RUNX3"
"NLRC5",3.07710782271542e-43,0.585427031542483,0.647,0.28,4.906756134102e-39,"0","NLRC5"
"FLT3LG",3.91908955720702e-43,0.651190033744647,0.613,0.257,6.24938020792231e-39,"0","FLT3LG"
"FMNL1",4.18083452140318e-43,0.6625187279837,0.763,0.387,6.66675872782951e-39,"0","FMNL1"
"IFI16",6.96620034165172e-43,0.656985819432426,0.993,0.812,1.11083030647978e-38,"0","IFI16"
"IRF1",1.07312756066514e-42,0.696742360786675,0.897,0.696,1.71120920823663e-38,"0","IRF1"
"FGL2",1.96553626399483e-42,0.750417382773503,0.873,0.583,3.13424412656616e-38,"0","FGL2"
"HCST",2.17284931297092e-42,0.608074701966462,0.637,0.276,3.46482551446343e-38,"0","HCST"
"ARHGAP15",2.25309737193125e-42,0.606842559744551,0.567,0.221,3.59278906928158e-38,"0","ARHGAP15"
"CSF2RB",3.98600196276012e-42,0.714169889859472,0.697,0.325,6.35607872981729e-38,"0","CSF2RB"
"ITM2A",6.98751838377228e-42,0.583018601368069,0.65,0.275,1.11422968147633e-37,"0","ITM2A"
"ADGRE5",7.4899636508054e-42,0.657628524292614,0.753,0.393,1.19434960375743e-37,"0","ADGRE5"
"TAGAP",1.60464301043542e-41,0.640128277738113,0.65,0.293,2.55876374444032e-37,"0","TAGAP"
"GMFG",1.6822995760541e-41,0.697914862234451,0.807,0.468,2.68259490397588e-37,"0","GMFG"
"GIMAP6",1.99289971692289e-41,0.569947113675204,0.637,0.274,3.17787788860525e-37,"0","GIMAP6"
"RASAL3",2.6781276644367e-41,0.606256856826441,0.6,0.254,4.27054237371076e-37,"0","RASAL3"
"ACKR1",5.77352086187005e-41,0.82206086275341,0.647,0.284,9.20645636633798e-37,"0","ACKR1"
"GIMAP4",9.44789117443512e-41,0.741202629755449,0.77,0.443,1.50656072667542e-36,"0","GIMAP4"
"DGKA",1.17063986866514e-40,0.651963203460681,0.703,0.339,1.86670233457344e-36,"0","DGKA"
"IKZF3",1.47370517759479e-40,0.573156841698695,0.587,0.248,2.34997027619266e-36,"0","IKZF3"
"UBD",4.47641992105889e-40,0.860583076408645,0.87,0.639,7.13809920612051e-36,"0","UBD"
"FCMR",5.15176343382703e-40,0.712046528844639,0.653,0.324,8.21500197158059e-36,"0","FCMR"
"ITGB2",5.65379715166035e-40,0.621857536400511,0.923,0.65,9.0155449380376e-36,"0","ITGB2"
"JAML",6.04556592459714e-39,0.543832762218751,0.593,0.242,9.64025942336259e-35,"0","JAML"
"PIK3CD",1.17208911050701e-38,0.602548219751815,0.66,0.323,1.86901329561448e-34,"0","PIK3CD"
"INPP5D",1.24403672454375e-38,0.601152085637996,0.68,0.329,1.98374096095747e-34,"0","INPP5D"
"SLFN5",1.43319231473333e-38,0.672663903819655,0.93,0.819,2.28536846507376e-34,"0","SLFN5"
"SOCS1",1.48807575598469e-38,0.723105136128631,0.75,0.45,2.37288560049319e-34,"0","SOCS1"
"SPOCK2",1.73006359631795e-38,0.660350625549581,0.707,0.375,2.7587594106886e-34,"0","SPOCK2"
"ITGB7",2.9589575364463e-38,0.550645889929987,0.557,0.223,4.71835368761727e-34,"0","ITGB7"
"CRIP1",3.53761747539264e-38,0.722655127723434,0.853,0.596,5.64108482626111e-34,"0","CRIP1"
"MBNL1",8.98777095578719e-38,0.599736825895349,0.96,0.778,1.43318995660983e-33,"0","MBNL1"
"PLEK",1.66309749855141e-37,0.667228038318357,0.713,0.382,2.65197527119008e-33,"0","PLEK"
"SEMA4D",5.44580523896082e-37,0.661087161590564,0.8,0.527,8.68388103404693e-33,"0","SEMA4D"
"FCHSD2",7.06246659433132e-37,0.556377201482228,0.677,0.326,1.12618092313207e-32,"0","FCHSD2"
"ANKRD44",9.7478369060586e-37,0.571666970415477,0.633,0.3,1.5543900730401e-32,"0","ANKRD44"
"BCL2",1.21472711464415e-36,0.568588474410839,0.603,0.27,1.93700385701156e-32,"0","BCL2"
"DEF6",2.10819732918344e-36,0.577839422802741,0.697,0.344,3.36173146111592e-32,"0","DEF6"
"PSMB9",2.41372983755001e-36,0.625684724792339,0.857,0.602,3.84893359895725e-32,"0","PSMB9"
"PHF19",3.60102092140025e-36,0.530873863241016,0.7,0.339,5.74218796126484e-32,"0","PHF19"
"LBH",3.85675513559826e-36,0.590406124858243,0.913,0.627,6.14998173922499e-32,"0","LBH"
"ISG20",5.51736010552886e-36,0.817696723756639,0.853,0.618,8.79798242427632e-32,"0","ISG20"
"TNFRSF1B",5.55498981214572e-36,0.578042872147288,0.703,0.349,8.85798675444756e-32,"0","TNFRSF1B"
"RASSF5",2.58963089443778e-35,0.59740363853681,0.663,0.346,4.12942542427049e-31,"0","RASSF5"
"STAMBPL1",2.87658826775317e-35,0.536224081085092,0.56,0.246,4.58700765175921e-31,"0","STAMBPL1"
"GBP4",3.91467438937098e-35,0.804001834358156,0.763,0.507,6.24233978129096e-31,"0","GBP4"
"MX2",4.0802455247547e-35,0.687102317652228,0.91,0.683,6.50635951377384e-31,"0","MX2"
"HSH2D",4.6725243346921e-35,0.495289729689721,0.553,0.23,7.45080730410002e-31,"0","HSH2D"
"CD40",5.40151498943181e-35,0.552855924241752,0.637,0.301,8.61325580214797e-31,"0","CD40"
"FLI1",5.51849780375024e-35,0.570013750428645,0.717,0.366,8.79979659786013e-31,"0","FLI1"
"ARHGAP30",6.46396785621489e-35,0.514769438269546,0.64,0.298,1.03074431435203e-30,"0","ARHGAP30"
"IRF4",7.32353885798196e-35,0.521969867239156,0.61,0.264,1.1678115062938e-30,"0","IRF4"
"IL6ST",4.80116012492142e-34,0.585039549084415,0.953,0.769,7.6559299351997e-30,"0","IL6ST"
"ARHGAP25",6.29673681983873e-34,0.601377982678418,0.693,0.376,1.00407765329148e-29,"0","ARHGAP25"
"NFKB2",7.86982989061355e-34,0.632074360688056,0.887,0.748,1.25492307435724e-29,"0","NFKB2"
"CNOT6L",8.80548369641465e-34,0.50872090100337,0.637,0.311,1.40412243023028e-29,"0","CNOT6L"
"EMP3",1.02486718539145e-33,0.600892407609055,0.867,0.629,1.6342532138252e-29,"0","EMP3"
"S100A4",1.78900754518481e-33,0.609927324844009,0.903,0.676,2.85275143155169e-29,"0","S100A4"
"SP140",2.01948934993749e-33,0.46534866758338,0.52,0.21,3.22027771741032e-29,"0","SP140"
"CALHM6",3.53503994569319e-33,0.578124718633754,0.607,0.289,5.63697469740236e-29,"0","CALHM6"
"MFNG",5.5639138122104e-33,0.553649620578958,0.65,0.328,8.8722169649507e-29,"0","MFNG"
"LCP2",1.11680614264444e-32,0.544391587252025,0.693,0.362,1.78085907506082e-28,"0","LCP2"
"PIK3IP1",1.37079007768488e-32,0.597655461724898,0.697,0.388,2.18586185787631e-28,"0","PIK3IP1"
"APOBEC3C",2.34205476274702e-32,0.550688646730843,0.597,0.283,3.7346405246764e-28,"0","APOBEC3C"
"HCLS1",3.84951918244039e-32,0.590601478755507,0.757,0.422,6.13844328831945e-28,"0","HCLS1"
"DOCK2",4.08744612173391e-32,0.549863942861084,0.727,0.396,6.5178415857169e-28,"0","DOCK2"
"SASH3",4.17654721558634e-32,0.50973090801386,0.647,0.318,6.65992218997398e-28,"0","SASH3"
"AOAH",4.28059846130794e-32,0.546268307729898,0.653,0.329,6.82584230640163e-28,"0","AOAH"
"KDM2B",4.78595603696815e-32,0.581422345611826,0.647,0.329,7.63168549654942e-28,"0","KDM2B"
"ICAM2",1.27620438624887e-31,0.51566208952759,0.63,0.306,2.03503551431245e-27,"0","ICAM2"
"VWF",1.2768107328013e-31,0.602752806439717,0.893,0.619,2.03600239452496e-27,"0","VWF"
"CSK",1.4685557278723e-31,0.587111494010634,0.917,0.788,2.34175896366518e-27,"0","CSK"
"GNG2",1.55874931722933e-31,0.454646405067263,0.56,0.244,2.4855816612539e-27,"0","GNG2"
"TMC6",1.76326313399768e-31,0.572260243088884,0.747,0.456,2.8116993934727e-27,"0","TMC6"
"DPYSL2",1.82476956050852e-31,0.539788715343912,0.92,0.69,2.90977754118689e-27,"0","DPYSL2"
"GNLY",1.85971244518077e-31,0.651959776661723,0.52,0.229,2.96549746508526e-27,"0","GNLY"
"CCND2",2.20871009447779e-31,0.599372795916822,0.75,0.455,3.52200911665429e-27,"0","CCND2"
"LIME1",2.71513214871464e-31,0.564768410800278,0.587,0.29,4.32954972434036e-27,"0","LIME1"
"VAV1",7.20524726015475e-31,0.509586856001265,0.67,0.344,1.14894872810428e-26,"0","VAV1"
"HLA-DMB",1.33454831819309e-30,0.557192629524683,0.947,0.707,2.1280707481907e-26,"0","HLA-DMB"
"PTK2B",1.8081047338297e-30,0.55021281456362,0.617,0.318,2.88320380856483e-26,"0","PTK2B"
"TGFB1",1.87656006849192e-30,0.585260243456476,0.9,0.649,2.99236268521722e-26,"0","TGFB1"
"CXCL11",2.02472082882535e-30,1.12336274099092,0.637,0.359,3.22861983364491e-26,"0","CXCL11"
"AHNAK",2.52873325943964e-30,0.530268173323901,0.967,0.853,4.03231805550245e-26,"0","AHNAK"
"STK4",3.20919361902073e-30,0.578638235554526,0.773,0.509,5.11738014489045e-26,"0","STK4"
"SPARCL1",3.69093965452669e-30,0.538005566959539,0.89,0.592,5.88557237310826e-26,"0","SPARCL1"
"APBB1IP",4.53692567881873e-30,0.556679214127391,0.66,0.349,7.23458168744435e-26,"0","APBB1IP"
"CYBB",5.36455826089079e-30,0.584723024871315,0.893,0.663,8.55432460281645e-26,"0","CYBB"
"IGFLR1",5.40052521181224e-30,0.502565274899266,0.567,0.266,8.61167750275579e-26,"0","IGFLR1"
"CARD8",5.781976165566e-30,0.545855688581806,0.913,0.739,9.21993919361154e-26,"0","CARD8"
"IRF7",5.97728538241031e-30,0.575499212007887,0.913,0.782,9.53137927079149e-26,"0","IRF7"
"FKBP5",1.01543536546191e-29,0.473339589776217,0.617,0.306,1.61921323376555e-25,"0","FKBP5"
"CYTH1",1.02613530767794e-29,0.54809422326311,0.81,0.554,1.63627536162325e-25,"0","CYTH1"
"CRLF3",1.24446259762946e-29,0.55748128570131,0.697,0.395,1.98442005817994e-25,"0","CRLF3"
"STK17B",1.27773699319336e-29,0.542863893863324,0.933,0.811,2.03747940934613e-25,"0","STK17B"
"ZNF101",1.36687826685044e-29,0.48051815965989,0.58,0.281,2.17962408431971e-25,"0","ZNF101"
"YPEL3",1.6260122837982e-29,0.553883517845025,0.93,0.769,2.59283918774461e-25,"0","YPEL3"
"CLEC2B",1.85306739338269e-29,0.536589051647913,0.813,0.537,2.95490126548804e-25,"0","CLEC2B"
"DOK2",2.2761211307642e-29,0.483441410639074,0.547,0.253,3.62950275511659e-25,"0","DOK2"
"CCL4",2.31554166399404e-29,0.518629113891283,0.567,0.263,3.69236273740489e-25,"0","CCL4"
"TAP2",3.832585480675e-29,0.496557445245747,0.983,0.877,6.11144080748436e-25,"0","TAP2"
"BTN3A2",5.58507555648342e-29,0.537329817178197,0.8,0.547,8.90596148236846e-25,"0","BTN3A2"
"PTPN6",5.61030452234651e-29,0.534218169112584,0.69,0.389,8.94619159133375e-25,"0","PTPN6"
"BIN2",1.01666608400697e-28,0.457561514385954,0.59,0.286,1.62117573755752e-24,"0","BIN2"
"MBP",1.0438290383856e-28,0.447811122297615,0.51,0.225,1.66448978460968e-24,"0","MBP"
"FYN",1.35164710584399e-28,0.498633342788655,0.597,0.299,2.15533647497882e-24,"0","FYN"
"ST8SIA4",1.73468861846451e-28,0.524539155540732,0.677,0.37,2.76613447100352e-24,"0","ST8SIA4"
"FRZB",1.8565000152851e-28,0.48481293430202,0.617,0.306,2.96037492437362e-24,"0","FRZB"
"CYBA",2.07965662203128e-28,0.478669469310883,0.98,0.841,3.31622044949108e-24,"0","CYBA"
"DOCK10",2.85369554871414e-28,0.531865537691201,0.633,0.33,4.55050292197956e-24,"0","DOCK10"
"CSF2RA",3.10511922982632e-28,0.487761358319959,0.567,0.275,4.95142312388105e-24,"0","CSF2RA"
"STK10",3.25535924376926e-28,0.519582009719469,0.8,0.56,5.19099585011446e-24,"0","STK10"
