"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZFAND1",4.46961512159879e-13,0.343364748784988,0.762,0.512,7.12724827290143e-09,"5","ZFAND1"
"UTP23",4.5626470568957e-13,0.294977763582922,0.762,0.49,7.27559699692588e-09,"5","UTP23"
"FAM222B",4.58501420726353e-13,0.289196725225163,0.592,0.338,7.31126365490242e-09,"5","FAM222B"
"ZNF33A",4.59768449501375e-13,0.342101556908851,0.852,0.664,7.33146769574892e-09,"5","ZNF33A"
"MROH1",4.86726861014934e-13,0.327602088951951,0.91,0.719,7.76134652574413e-09,"5","MROH1"
"SEMA3F",5.04356350894609e-13,0.371225106771245,0.691,0.447,8.04246637136544e-09,"5","SEMA3F"
"GPAT4",5.26942748792478e-13,0.351609724779679,0.883,0.749,8.40262907224486e-09,"5","GPAT4"
"DTNB",5.31554563596697e-13,0.30989210245889,0.596,0.358,8.47616907111293e-09,"5","DTNB"
"DENND11",6.28084627497332e-13,0.319068982490147,0.767,0.512,1.00154374700725e-08,"5","DENND11"
"ECHDC2",6.29650614822907e-13,0.320977288660706,0.682,0.436,1.00404087039661e-08,"5","ECHDC2"
"GORASP2",6.40229854161856e-13,0.319220752062647,0.834,0.576,1.0209105254465e-08,"5","GORASP2"
"TBX1",6.45186437805898e-13,0.29707616801271,0.574,0.329,1.02881429372529e-08,"5","TBX1"
"SF3B6",6.77834987886909e-13,0.29682547199927,0.942,0.84,1.08087567168447e-08,"5","SF3B6"
"PPT1",6.84201986677379e-13,0.322543116043648,0.717,0.479,1.09102848795575e-08,"5","PPT1"
"MSI2",7.455758839375e-13,0.327335788455335,0.74,0.497,1.18889530452674e-08,"5","MSI2"
"ZKSCAN5",7.5809637337369e-13,0.257360633345694,0.507,0.269,1.20886047698169e-08,"5","ZKSCAN5"
"SLC45A4",7.68180758950256e-13,0.269752762973479,0.534,0.29,1.22494103822208e-08,"5","SLC45A4"
"ADIPOR1",8.0864350753755e-13,0.362364341473798,0.888,0.754,1.28946293711938e-08,"5","ADIPOR1"
"STX3",8.12243098222581e-13,0.360030439777036,0.753,0.511,1.29520284442573e-08,"5","STX3"
"DERL1",8.90716703059356e-13,0.322813887379874,0.825,0.623,1.42033685469845e-08,"5","DERL1"
"ENDOV",9.71918292195271e-13,0.279630395136189,0.507,0.274,1.54982090873458e-08,"5","ENDOV"
"DDX581",1.04913911501621e-12,0.412340839087965,0.821,0.678,1.67295723280485e-08,"5","DDX58"
"CDK18",1.06077405761775e-12,0.302166800962138,0.565,0.326,1.69151031227727e-08,"5","CDK18"
"PCYT2",1.15517293333834e-12,0.277722453836157,0.534,0.294,1.84203875950132e-08,"5","PCYT2"
"HTATSF1",1.1730183049486e-12,0.33837194471941,0.695,0.46,1.87049498907103e-08,"5","HTATSF1"
"SNAPC3",1.18676552977554e-12,0.326906981715719,0.821,0.63,1.89241631378008e-08,"5","SNAPC3"
"CPT1B",1.20304882868365e-12,0.274643292190582,0.601,0.343,1.91838166221894e-08,"5","CPT1B"
"NUP58",1.20344940143914e-12,0.343442315461466,0.78,0.541,1.91902041553485e-08,"5","NUP58"
"PTRH1",1.25319170031926e-12,0.299287503420892,0.565,0.331,1.9983394853291e-08,"5","PTRH1"
"ZMYND8",1.30911016186857e-12,0.356697782939764,0.906,0.778,2.08750706411561e-08,"5","ZMYND8"
"SGCE",1.36154072988576e-12,0.332120764834379,0.798,0.568,2.17111284787583e-08,"5","SGCE"
"DEFB1",1.54861578856438e-12,0.275035020508883,0.762,0.523,2.46942273644476e-08,"5","DEFB1"
"CDC42EP1",1.5544941335742e-12,0.351747445595614,0.933,0.816,2.47879634539743e-08,"5","CDC42EP1"
"LRRC75B",1.59285336057884e-12,0.292286570738143,0.547,0.31,2.53996396877902e-08,"5","LRRC75B"
"GGT7",1.6056812028349e-12,0.287085004848638,0.565,0.324,2.56041924604053e-08,"5","GGT7"
"CDR2L",1.615641253285e-12,0.301473407862244,0.565,0.332,2.57630154248827e-08,"5","CDR2L"
"PFDN2",1.79033925676725e-12,0.356952269221433,0.744,0.515,2.85487497884106e-08,"5","PFDN2"
"BCCIP",1.80757858850979e-12,0.31227419743286,0.61,0.373,2.88236481723771e-08,"5","BCCIP"
"ZDHHC5",1.85487403329786e-12,0.311641681073398,0.852,0.634,2.95778213349677e-08,"5","ZDHHC5"
"DGKD",1.94207825684427e-12,0.34571200853905,0.789,0.545,3.09683798836387e-08,"5","DGKD"
"STK36",1.94961107933038e-12,0.336598279821401,0.632,0.387,3.10884982710023e-08,"5","STK36"
"ATP6V0E2",2.1451488544549e-12,0.254453150012835,0.502,0.268,3.42065436331379e-08,"5","ATP6V0E2"
"EMP2",2.27475763635058e-12,0.315015516819467,0.655,0.409,3.62732852692463e-08,"5","EMP2"
"METTL21A",2.32005515539352e-12,0.264614565859792,0.547,0.305,3.6995599507905e-08,"5","METTL21A"
"G6PD",2.36802112136832e-12,0.357905716067381,0.78,0.599,3.77604648013392e-08,"5","G6PD"
"TMEM64",2.45375214208106e-12,0.278934339776054,0.583,0.336,3.91275316576246e-08,"5","TMEM64"
"ACSL51",2.5581918397614e-12,0.299830381627649,0.686,0.431,4.07929270768353e-08,"5","ACSL5"
"EFR3A",2.55966067903954e-12,0.315169445338246,0.848,0.677,4.08163491879645e-08,"5","EFR3A"
"TRIM56",2.85227747073588e-12,0.363637294554259,0.87,0.739,4.54824165483544e-08,"5","TRIM56"
"WDR60",2.86561111754423e-12,0.277483965828511,0.529,0.301,4.56950348803603e-08,"5","WDR60"
"ZNF24",2.97312530514008e-12,0.290544194299696,0.525,0.302,4.74094561157638e-08,"5","ZNF24"
"CACNB1",3.11288367862942e-12,0.260234074898256,0.52,0.286,4.96380431394248e-08,"5","CACNB1"
"TP53BP2",3.42831580628601e-12,0.310989856611638,0.587,0.344,5.46679238470367e-08,"5","TP53BP2"
"YTHDF1",3.49865228650368e-12,0.311539606861247,0.673,0.42,5.57895093605877e-08,"5","YTHDF1"
"CCDC61",3.98564334257695e-12,0.309228048685622,0.91,0.783,6.35550687407321e-08,"5","CCDC6"
"ZDHHC13",4.07438180346796e-12,0.258953121911582,0.561,0.316,6.49700922381e-08,"5","ZDHHC13"
"FAM114A1",4.15374433729322e-12,0.323412131063221,0.91,0.756,6.62356072024777e-08,"5","FAM114A1"
"FBF1",4.20487999022529e-12,0.301143342237909,0.601,0.364,6.70510163241325e-08,"5","FBF1"
"ACE",4.46637080070529e-12,0.32027373513143,0.614,0.378,7.12207487880466e-08,"5","ACE"
"TRIB1",4.84562387317446e-12,0.36510253186332,0.794,0.641,7.726831828164e-08,"5","TRIB1"
"BTBD3",4.93936402561497e-12,0.322964269934958,0.592,0.366,7.87630987524563e-08,"5","BTBD3"
"RNF19A",4.98504000929295e-12,0.313138910110875,0.776,0.516,7.94914479881855e-08,"5","RNF19A"
"PAPSS2",4.99932084214402e-12,0.339511301998085,0.785,0.58,7.97191701488285e-08,"5","PAPSS2"
"MTMR1",5.20498810648369e-12,0.291126466472278,0.547,0.314,8.2998740345989e-08,"5","MTMR1"
"C1orf122",5.9021661939467e-12,0.331417638773088,0.933,0.774,9.41159421286741e-08,"5","C1orf122"
"TET2",6.04560011652495e-12,0.312064233211299,0.794,0.567,9.64031394581069e-08,"5","TET2"
"CMAS",6.06600834538507e-12,0.307071097478911,0.565,0.334,9.67285690755103e-08,"5","CMAS"
"ZCRB1",6.38231366172442e-12,0.315381822531956,0.852,0.663,1.01772373649858e-07,"5","ZCRB1"
"ZFYVE21",6.44558131685706e-12,0.309473324895493,0.543,0.318,1.02781239678603e-07,"5","ZFYVE21"
"EEF2K",6.45508040150012e-12,0.303845215071247,0.677,0.428,1.02932712082321e-07,"5","EEF2K"
"GFPT1",7.02192658881543e-12,0.26689942326329,0.691,0.429,1.11971641385251e-07,"5","GFPT1"
"NAXD",7.07932654075421e-12,0.288721950790626,0.641,0.395,1.12886941018867e-07,"5","NAXD"
"ZNF664",7.22840729550987e-12,0.30496482772011,0.726,0.471,1.152641827342e-07,"5","ZNF664"
"DPAGT1",7.42182015665664e-12,0.275473762668229,0.556,0.32,1.18348344218047e-07,"5","DPAGT1"
"NUDT19",7.43643105073796e-12,0.270537517403959,0.543,0.308,1.18581329535068e-07,"5","NUDT19"
"TSEN54",7.54003511692281e-12,0.285420173170119,0.641,0.388,1.20233399974451e-07,"5","TSEN54"
"TAF4",7.56960473500734e-12,0.320011029071345,0.601,0.377,1.20704917104427e-07,"5","TAF4"
"DCXR",7.61366154657189e-12,0.330203292945561,0.682,0.462,1.21407447021635e-07,"5","DCXR"
"STAM2",7.77719637197428e-12,0.331615975996078,0.731,0.52,1.24015173347502e-07,"5","STAM2"
"TMEM87B1",8.06949251808305e-12,0.311228851371195,0.865,0.729,1.28676127693352e-07,"5","TMEM87B"
"TSKU",8.38238532562297e-12,0.329759590377702,0.789,0.563,1.33665516402384e-07,"5","TSKU"
"USP40",9.10208939880335e-12,0.319231434696484,0.776,0.538,1.45141917553318e-07,"5","USP40"
"NEK3",9.3935215226881e-12,0.26014838127221,0.516,0.287,1.49789094200784e-07,"5","NEK3"
"TMCO1",9.64474077891574e-12,0.299722516861779,0.749,0.505,1.5379503646059e-07,"5","TMCO1"
"HDDC2",1.00263822477113e-11,0.278038869023496,0.587,0.352,1.59880691322004e-07,"5","HDDC2"
"NDUFAF6",1.02100991430283e-11,0.274332430484797,0.52,0.29,1.62810240934729e-07,"5","NDUFAF6"
"SLC12A2",1.07281467882608e-11,0.293429660818301,0.538,0.314,1.71071028685606e-07,"5","SLC12A2"
"UCHL3",1.10570892579e-11,0.289668852197856,0.583,0.353,1.76316345306473e-07,"5","UCHL3"
"NIBAN2",1.11386621839519e-11,0.284605986222061,0.933,0.814,1.77617107185297e-07,"5","NIBAN2"
"PARP12",1.2082779109473e-11,0.363061636668248,0.771,0.568,1.92671995679657e-07,"5","PARP12"
"AXIN1",1.22087624386515e-11,0.3288238095292,0.592,0.376,1.94680925846736e-07,"5","AXIN1"
"RHOD",1.2407419367341e-11,0.263340708528018,0.552,0.315,1.9784870923162e-07,"5","RHOD"
"HIST1H2BD",1.2649268388291e-11,0.277731042405771,0.937,0.836,2.01705233719689e-07,"5","HIST1H2BD"
"RBM38",1.32634578099121e-11,0.301051027479695,0.7,0.453,2.11499098236858e-07,"5","RBM38"
"GTPBP2",1.3347101926741e-11,0.385274596433713,0.839,0.666,2.12832887323812e-07,"5","GTPBP2"
"TM9SF1",1.35051767533044e-11,0.323023095420833,0.776,0.569,2.15353548508191e-07,"5","TM9SF1"
"TFRC1",1.39602821261324e-11,0.307578453527839,0.937,0.818,2.22610658783307e-07,"5","TFRC"
"DDIT3",1.46803608724505e-11,0.299995130846273,0.664,0.43,2.34093034472096e-07,"5","DDIT3"
"MZT1",1.47073830896538e-11,0.303720709986928,0.834,0.655,2.34523930747619e-07,"5","MZT1"
"DKC1",1.56718416340431e-11,0.294129230336137,0.605,0.379,2.49903186696451e-07,"5","DKC1"
"BCAP29",1.59413166301638e-11,0.326289219645646,0.839,0.654,2.54200234984593e-07,"5","BCAP29"
"KIAA1211L",1.63965167659246e-11,0.265693660517893,0.502,0.282,2.61458856349433e-07,"5","KIAA1211L"
"ATP6V1C1",1.66141811750112e-11,0.34425282689368,0.785,0.586,2.64929733016728e-07,"5","ATP6V1C1"
"GPR108",1.66574123810216e-11,0.307646449447011,0.843,0.673,2.65619097827771e-07,"5","GPR108"
"SLC35F6",1.75816025502818e-11,0.317319175983833,0.762,0.556,2.80356234266794e-07,"5","SLC35F6"
"SLC20A2",1.76062501344481e-11,0.289000557020158,0.619,0.38,2.80749264643909e-07,"5","SLC20A2"
"BPNT1",1.79858920668973e-11,0.297942003460525,0.552,0.331,2.86803034898744e-07,"5","BPNT1"
"SLC25A30",1.930261980062e-11,0.332333837975,0.587,0.386,3.07799575340687e-07,"5","SLC25A30"
"NRAS",2.13729945978483e-11,0.312882929526654,0.825,0.619,3.40813771857288e-07,"5","NRAS"
"SAR1B",2.171169158135e-11,0.329790470109779,0.664,0.446,3.46214633956207e-07,"5","SAR1B"
"TEAD2",2.20950077096045e-11,0.285946062267791,0.637,0.39,3.52326992937353e-07,"5","TEAD2"
"LRWD1",2.33474323342853e-11,0.29202869444807,0.637,0.394,3.72298156002514e-07,"5","LRWD1"
"SNRPB",2.37956728250141e-11,0.252254890554739,0.686,0.421,3.79445798867675e-07,"5","SNRPB"
"SMIM26",2.4063163115494e-11,0.308494631307741,0.717,0.49,3.83711199039667e-07,"5","SMIM26"
"TMEM8A",2.53676897107899e-11,0.293249460339707,0.91,0.734,4.04513180128255e-07,"5","TMEM8A"
"PRKAG2",2.6107392070523e-11,0.274706324532766,0.758,0.504,4.16308473956559e-07,"5","PRKAG2"
"WIPI1",2.79558305258714e-11,0.291864508362247,0.767,0.535,4.45783673565546e-07,"5","WIPI1"
"MFN1",2.79834403684495e-11,0.269155315272567,0.798,0.579,4.46223940115296e-07,"5","MFN1"
"TMEM33",2.89375341012724e-11,0.304121952824091,0.695,0.474,4.6143791877889e-07,"5","TMEM33"
"TRIM13",2.98608016256283e-11,0.303029652702175,0.632,0.404,4.76160342722268e-07,"5","TRIM13"
"NUP205",2.98781666929204e-11,0.306607199272739,0.753,0.512,4.76437246085309e-07,"5","NUP205"
"DNAJC2",3.12004730377964e-11,0.317423905034795,0.646,0.421,4.97522743060701e-07,"5","DNAJC2"
"COPS7B",3.24892003446234e-11,0.309678106347218,0.825,0.636,5.18072788695365e-07,"5","COPS7B"
"TNFAIP1",3.29968463613602e-11,0.279564792223684,0.731,0.492,5.26167712078251e-07,"5","TNFAIP1"
"EIF2AK1",3.3560261426827e-11,0.32807748756184,0.771,0.56,5.35151928712183e-07,"5","EIF2AK1"
"RNF144B",3.41551608553318e-11,0.301682332756764,0.619,0.392,5.44638194999121e-07,"5","RNF144B"
"URB1",3.42658156699496e-11,0.32722841311732,0.655,0.45,5.46402696673017e-07,"5","URB1"
"TOMM34",3.50111158573759e-11,0.272824995019243,0.543,0.313,5.58287253461716e-07,"5","TOMM34"
"POMP",3.9032560951238e-11,0.332548108227591,0.843,0.676,6.22413216928441e-07,"5","POMP"
"SPOPL",3.98865175359852e-11,0.315284250179821,0.762,0.542,6.3603040862882e-07,"5","SPOPL"
"P4HA1",4.27103596056726e-11,0.332802059883021,0.565,0.361,6.81059394272055e-07,"5","P4HA1"
"SHARPIN",4.36302075297687e-11,0.315370904194312,0.803,0.603,6.95727289269691e-07,"5","SHARPIN"
"MTERF3",4.37057535466757e-11,0.301870398158565,0.596,0.373,6.9693194605529e-07,"5","MTERF3"
"MBNL2",4.55250617915998e-11,0.283430382064623,0.919,0.775,7.2594263532885e-07,"5","MBNL2"
"GPALPP1",4.5880822532978e-11,0.276475351255688,0.695,0.454,7.31615596110867e-07,"5","GPALPP1"
"FUNDC1",4.72468382621415e-11,0.257253598150128,0.529,0.307,7.53398082928108e-07,"5","FUNDC1"
"STRN3",4.83026766855628e-11,0.314077727498297,0.731,0.52,7.70234482427985e-07,"5","STRN3"
"GPR107",4.88408055947717e-11,0.318322176623412,0.758,0.546,7.78815486014229e-07,"5","GPR107"
"JMJD4",5.15687058507453e-11,0.28923707562836,0.655,0.427,8.22314583495984e-07,"5","JMJD4"
"VPS37C",5.50183081196448e-11,0.311426458746144,0.753,0.526,8.77321941275856e-07,"5","VPS37C"
"NOMO1",5.60612661044105e-11,0.318908389666599,0.812,0.622,8.9395294930093e-07,"5","NOMO1"
"DDI2",5.95451455929833e-11,0.282334818024804,0.61,0.388,9.49506891625711e-07,"5","DDI2"
"YIPF1",6.05771429100848e-11,0.282610349704534,0.646,0.409,9.65963120844212e-07,"5","YIPF1"
"ORAI2",6.08101296388188e-11,0.292888036181709,0.897,0.735,9.69678327220604e-07,"5","ORAI2"
"MAD2L1BP",6.1510555238088e-11,0.250453037351597,0.529,0.308,9.8084731382655e-07,"5","MAD2L1BP"
"SRP9",6.31974011308648e-11,0.259427574341957,0.673,0.418,1.00774575843277e-06,"5","SRP9"
"ATG101",6.42264579421934e-11,0.300542423518357,0.726,0.505,1.02415509834622e-06,"5","ATG101"
"TRAPPC3",6.72237469874105e-11,0.282813057077197,0.803,0.546,1.07194986946125e-06,"5","TRAPPC3"
"FARSB",6.87168856500445e-11,0.291610064915049,0.686,0.454,1.09575945857561e-06,"5","FARSB"
"SLC25A4",7.17341810074135e-11,0.274852625060548,0.556,0.337,1.14387325034422e-06,"5","SLC25A4"
"ARL6IP6",7.24913942840889e-11,0.253754047206367,0.556,0.325,1.15594777325408e-06,"5","ARL6IP6"
"TDRP",7.56511785833642e-11,0.293476525150709,0.596,0.375,1.20633369369033e-06,"5","TDRP"
"LRIG1",7.73088837913361e-11,0.289129105848368,0.7,0.476,1.23276746093665e-06,"5","LRIG1"
"ARVCF",8.60611257796825e-11,0.270120838256007,0.52,0.301,1.37233071168282e-06,"5","ARVCF"
"SS18L1",8.80119435557629e-11,0.291805217775588,0.623,0.4,1.4034384519402e-06,"5","SS18L1"
"AFMID",8.9925109797538e-11,0.304358855262251,0.655,0.43,1.43394580083154e-06,"5","AFMID"
"CCNT2",9.05379061776199e-11,0.296088449148354,0.677,0.458,1.44371745190833e-06,"5","CCNT2"
"CNPPD1",9.82098150794474e-11,0.301353022487998,0.839,0.64,1.56605371125687e-06,"5","CNPPD1"
"YTHDF3",1.07029299656843e-10,0.274703857461718,0.619,0.396,1.70668921232802e-06,"5","YTHDF3"
"SERINC5",1.10464960366517e-10,0.304601908440582,0.713,0.501,1.76147425800448e-06,"5","SERINC5"
"CASP2",1.12702005726973e-10,0.279430181306763,0.574,0.359,1.79714618332231e-06,"5","CASP2"
"RETSAT",1.1356466067275e-10,0.288985973497403,0.628,0.403,1.81090207908767e-06,"5","RETSAT"
"UNK",1.18334788516093e-10,0.309569437173914,0.758,0.544,1.88696653767762e-06,"5","UNK"
"FAT1",1.26143381953479e-10,0.30276916184233,0.614,0.396,2.01148236863018e-06,"5","FAT1"
"TANC1",1.35663323573917e-10,0.281793859713995,0.614,0.396,2.16328735770967e-06,"5","TANC1"
"FARP2",1.56281503815918e-10,0.250158706871168,0.52,0.308,2.49206485984863e-06,"5","FARP2"
"PRKAR2B",1.60856306623642e-10,0.257416595670518,0.543,0.317,2.56501466542059e-06,"5","PRKAR2B"
"PFDN6",1.61091050969136e-10,0.273800449107512,0.668,0.44,2.56875789875385e-06,"5","PFDN6"
"TMEM68",1.70596366754048e-10,0.299025258929508,0.583,0.371,2.72032966426005e-06,"5","TMEM68"
"USP25",1.80093675706155e-10,0.335799606667313,0.861,0.749,2.87177375281035e-06,"5","USP25"
"BTG3",2.01626458675694e-10,0.26517622448206,0.641,0.407,3.21513551004262e-06,"5","BTG3"
"VAMP7",2.29654963725326e-10,0.293065040036193,0.659,0.444,3.66207805156404e-06,"5","VAMP7"
"LSM14B",2.30443131204433e-10,0.274897683417189,0.753,0.521,3.67464617018589e-06,"5","LSM14B"
"PRXL2A",2.32805887231388e-10,0.318232297166353,0.731,0.519,3.71232267779171e-06,"5","PRXL2A"
"UBXN2A",2.41205518346152e-10,0.25731601912999,0.601,0.37,3.84626319554773e-06,"5","UBXN2A"
"SMURF2",2.4254874031625e-10,0.262889856951486,0.668,0.451,3.86768221308293e-06,"5","SMURF2"
"PGM1",2.49165803725795e-10,0.274478033791935,0.785,0.551,3.97319790621153e-06,"5","PGM1"
"LRRC59",2.56147599803284e-10,0.281706600812896,0.816,0.614,4.08452962646316e-06,"5","LRRC59"
"TRIQK",2.59680167975849e-10,0.265420442943286,0.619,0.401,4.14085995854288e-06,"5","TRIQK"
"DPM3",2.65031881593889e-10,0.283613417680332,0.574,0.358,4.22619838389616e-06,"5","DPM3"
"HES4",2.7325589894055e-10,0.278728517364298,0.655,0.424,4.35733856450602e-06,"5","HES4"
"ATP6V1D",2.78551176219674e-10,0.280333285985094,0.704,0.492,4.44177705599892e-06,"5","ATP6V1D"
"FMC1",2.81248151173823e-10,0.266469445853031,0.552,0.339,4.48478301861778e-06,"5","FMC1"
"SPIDR",2.9313022153936e-10,0.280102278829061,0.574,0.359,4.67425451266664e-06,"5","SPIDR"
"B3GALNT1",2.94137471626047e-10,0.274244460290421,0.574,0.362,4.69031612254894e-06,"5","B3GALNT1"
"ILKAP",2.97845009169209e-10,0.263682217311174,0.7,0.454,4.7494365162122e-06,"5","ILKAP"
"ACP1",2.98585363141554e-10,0.265995605902186,0.762,0.533,4.76124220065523e-06,"5","ACP1"
"ZNF7",3.06093320988637e-10,0.273334313807249,0.623,0.399,4.8809640964848e-06,"5","ZNF7"
"ATG16L1",3.39716366328004e-10,0.26639533997731,0.691,0.454,5.41711717746636e-06,"5","ATG16L1"
"HAT1",3.71613225049402e-10,0.266122604636786,0.529,0.323,5.92574448663777e-06,"5","HAT1"
"ACTL6A",3.91270354236455e-10,0.273096873729593,0.547,0.342,6.23919706865452e-06,"5","ACTL6A"
"MTIF3",4.12893348721887e-10,0.263884108845474,0.839,0.668,6.58399733871921e-06,"5","MTIF3"
"KLHL12",4.15014456510941e-10,0.270633602125152,0.637,0.422,6.61782052352346e-06,"5","KLHL12"
"FH",4.28239727839463e-10,0.251645276560022,0.52,0.31,6.82871070012808e-06,"5","FH"
"NIT2",4.29190786392915e-10,0.291367293465478,0.731,0.518,6.84387627982142e-06,"5","NIT2"
"ANKRD50",4.39088533393906e-10,0.296379799690242,0.83,0.674,7.00170575349923e-06,"5","ANKRD50"
"DAAM1",4.5685399380518e-10,0.285288951807885,0.637,0.407,7.28499378521739e-06,"5","DAAM1"
"RETREG2",4.85535177729268e-10,0.267650336681291,0.628,0.405,7.74234394407091e-06,"5","RETREG2"
"ARHGEF12",5.3427814945334e-10,0.271090948332819,0.628,0.418,8.51959937118295e-06,"5","ARHGEF12"
"KRBA1",5.40640702284414e-10,0.263648967236636,0.502,0.303,8.62105663862727e-06,"5","KRBA1"
"TRPM2",5.40798201117984e-10,0.297098805092348,0.637,0.427,8.62356811502737e-06,"5","TRPM2"
"YAP1",5.66182953974013e-10,0.331776540995037,0.785,0.608,9.02835338406962e-06,"5","YAP1"
"SCAMP4",5.73382031533408e-10,0.276603022079633,0.731,0.519,9.14314987483173e-06,"5","SCAMP4"
"C1orf198",5.81184934443661e-10,0.334101330093395,0.865,0.716,9.26757496463862e-06,"5","C1orf198"
"MTA3",6.21739217440028e-10,0.306316296065063,0.758,0.553,9.91425356129869e-06,"5","MTA3"
"DNAJB1",6.35225922299588e-10,0.311678855711508,0.798,0.621,1.01293125569892e-05,"5","DNAJB1"
"RASGEF1B",6.99624510040346e-10,0.281637161885482,0.596,0.382,1.11562124371034e-05,"5","RASGEF1B"
"NFYA",7.09207996363796e-10,0.265244220006564,0.596,0.375,1.13090307100171e-05,"5","NFYA"
"YIPF2",7.53927037139149e-10,0.279842163506858,0.848,0.675,1.20221205342209e-05,"5","YIPF2"
"NUDCD1",8.05398311624238e-10,0.258223792328791,0.596,0.379,1.28428814771601e-05,"5","NUDCD1"
"CYTH2",8.28633097873553e-10,0.260397641273393,0.924,0.789,1.32133833786917e-05,"5","CYTH2"
"LURAP1L",8.52872916885455e-10,0.316051117352692,0.731,0.533,1.35999115326555e-05,"5","LURAP1L"
"ATP6V1H",1.05368735025414e-09,0.283156339886786,0.816,0.621,1.68020984871524e-05,"5","ATP6V1H"
"MIA2",1.13278421156522e-09,0.294256465366987,0.664,0.457,1.8063377037619e-05,"5","MIA2"
"NECTIN1",1.17747117513275e-09,0.260514847112197,0.623,0.408,1.87759553586668e-05,"5","NECTIN1"
"AIMP1",1.2247548440165e-09,0.296023270579101,0.61,0.417,1.95299407426871e-05,"5","AIMP1"
"PRPF19",1.23504147801662e-09,0.280165170131884,0.901,0.738,1.9693971408453e-05,"5","PRPF19"
"HMG20B",1.26360457807395e-09,0.276157496350214,0.906,0.765,2.01494386019672e-05,"5","HMG20B"
"MTMR4",1.28290515785855e-09,0.27206337163492,0.637,0.421,2.04572056472124e-05,"5","MTMR4"
"CNOT4",1.35882014340809e-09,0.264850333474866,0.511,0.321,2.16677460067854e-05,"5","CNOT4"
"PPP1R7",1.37859392627627e-09,0.29795204662142,0.74,0.536,2.19830587484013e-05,"5","PPP1R7"
"MEPCE",1.38477718345178e-09,0.264492873870408,0.776,0.555,2.20816569673221e-05,"5","MEPCE"
"MORC2",1.39925962112532e-09,0.254597241766358,0.587,0.376,2.23125939184644e-05,"5","MORC2"
"SMS",1.52523169191387e-09,0.263265630613109,0.919,0.785,2.43213445592586e-05,"5","SMS"
"ZBP11",1.55406521257127e-09,0.31148823706506,0.516,0.324,2.47811238796615e-05,"5","ZBP1"
"GMPPA",1.57086894220759e-09,0.274649619786534,0.691,0.473,2.50490761524423e-05,"5","GMPPA"
"DDAH1",1.57178222709818e-09,0.290788973612057,0.507,0.329,2.50636393933076e-05,"5","DDAH1"
"DYNC1I2",1.58840845425074e-09,0.296827345472259,0.874,0.768,2.53287612114823e-05,"5","DYNC1I2"
"STK3",1.62132760665907e-09,0.279592396095706,0.574,0.368,2.58536900157855e-05,"5","STK3"
"ZMYND11",1.70214188267336e-09,0.266851614702289,0.821,0.615,2.71423544611093e-05,"5","ZMYND11"
"SMIM14",1.76686499299114e-09,0.25953056881217,0.587,0.382,2.81744291782366e-05,"5","SMIM14"
"TDRD71",1.80204751432432e-09,0.265108942173943,0.556,0.351,2.87354496634156e-05,"5","TDRD7"
"ARHGAP35",1.87387635466103e-09,0.271216592512232,0.852,0.668,2.98808323514248e-05,"5","ARHGAP35"
"ZNF32",1.9513968862824e-09,0.264787964792272,0.753,0.547,3.11169747486591e-05,"5","ZNF32"
"PMPCB",1.95234303817778e-09,0.27881996593395,0.906,0.779,3.11320620867828e-05,"5","PMPCB"
"EXOSC4",2.041996665344e-09,0.250678405631503,0.574,0.359,3.25616788255755e-05,"5","EXOSC4"
"WFS1",2.38574865534286e-09,0.297338849374174,0.587,0.391,3.80431480580973e-05,"5","WFS1"
"CDC42BPA",2.56567619294184e-09,0.260673754846808,0.632,0.417,4.09122725726506e-05,"5","CDC42BPA"
"ZC3H13",2.59027200960791e-09,0.27490576006381,0.731,0.534,4.13044774652077e-05,"5","ZC3H13"
"OXLD1",3.03692408248432e-09,0.258334886890006,0.623,0.408,4.8426791419295e-05,"5","OXLD1"
"STT3A",3.09507573308504e-09,0.27511853365078,0.924,0.81,4.9354077639774e-05,"5","STT3A"
"NDUFA6",3.3059946467663e-09,0.257991445267568,0.655,0.449,5.27173906373354e-05,"5","NDUFA6"
"ZNF146",3.34144015835335e-09,0.255767221041493,0.726,0.512,5.32826047651025e-05,"5","ZNF146"
"SUGT1",3.47397064828114e-09,0.296579651241951,0.776,0.599,5.5395935957491e-05,"5","SUGT1"
"DCAF11",3.53725987365761e-09,0.256463334464354,0.821,0.627,5.64051459453442e-05,"5","DCAF11"
"FOXK2",3.55744393594561e-09,0.272407061061728,0.664,0.46,5.67270010025887e-05,"5","FOXK2"
"SRC",3.99625681071355e-09,0.25247819553884,0.776,0.547,6.37243111036383e-05,"5","SRC"
"NDUFB5",4.17668413219295e-09,0.251365770408349,0.668,0.459,6.66014051719488e-05,"5","NDUFB5"
"DYNLT3",4.99090351897562e-09,0.254647080376875,0.57,0.365,7.95849475135852e-05,"5","DYNLT3"
"FANCF",5.24255853330631e-09,0.291622698390247,0.525,0.345,8.35978383721025e-05,"5","FANCF"
"SUPT20H",5.30166833608352e-09,0.268795169723943,0.61,0.408,8.45404032871877e-05,"5","SUPT20H"
"SLC12A7",5.4124249752709e-09,0.283358680316088,0.794,0.639,8.63065286556698e-05,"5","SLC12A7"
"ZNF562",5.43974046901879e-09,0.263443004782799,0.722,0.507,8.67421015189736e-05,"5","ZNF562"
